et,eta,theta,phi
58.0664,-0.358483,1.92184,0.918923
48.2722,-0.450966,2.00721,-1.45055
43.3672,-0.381298,1.94318,-2.73097
38.8446,-2.21067,2.92321,-2.68675
26.0957,-2.09026,2.89553,1.26795
22.9623,-2.91663,3.03347,0.632956
17.9842,-1.44785,2.67983,2.18933
18.056,0.792795,0.849991,0.388745
16.5403,-1.72323,2.78834,-0.492912
14.5762,3.11053,0.0890954,0.544857
11.0411,-4.47967,3.11892,-1.94805
11.3677,-0.2997,1.86611,2.19736
9.54435,-1.42468,2.6694,-2.39298
9.35432,2.78643,0.123126,2.25546
8.43786,-1.4092,2.66231,0.541611
8.75996,0.705764,0.91724,-3.12467
8.16283,-3.12719,3.05397,-2.53818
8.02926,2.49069,0.165328,-0.216844
7.19383,1.3931,0.486763,1.99744
6.95733,-3.13982,3.05507,-0.65949
6.94474,4.35702,0.0256315,-2.09921
6.85363,2.0568,0.254344,-2.04961
6.79466,-4.10722,3.10869,0.551066
6.65589,0.0207767,1.55002,-0.591677
5.95116,4.64559,0.0192071,0.249031
5.43461,2.83049,0.117831,3.07545
5.49772,1.43703,0.46661,-1.06708
5.35507,3.60387,0.0544231,-0.446321
5.19668,0.919654,0.758696,-1.99035
4.91458,-1.8671,2.83488,-1.4453
4.86506,4.02529,0.0357127,2.45118
4.77715,-2.73733,3.01229,2.21354
4.01996,-4.12621,3.10931,-3.07761
3.88779,-3.67237,3.09077,2.39155
4.08492,0.591292,1.01122,1.60885
3.61339,4.84976,0.0156601,-2.97794
3.44068,3.40835,0.0661673,-2.34176
3.48821,-0.892764,2.36422,-0.407853
3.13396,-4.21184,3.11196,-0.763189
