pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
19.0733,-0.30726,-2.82575,1,0.000731641,0.000591927,0.0654832,-18.1299,-5.92449,-5.95312
9.63023,-2.26106,1.31305,-1,0.000768703,0.000592815,0.0654059,2.45478,9.31211,-45.6907
