energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
62.3808,-0.0683893,1.3556,1.93179,1.15142,1.6212,undefined,0.00972564,0.0376169,60.4199,0
62.2897,0.182823,-1.34044,2.09369,1.22089,-1.43524,undefined,0.00886513,0.0359914,60.3808,0
36.9567,-1.21143,-0.637196,1.15546,0.766773,-2.65737,undefined,0.00883308,0.0472257,36.8411,0
33.5855,-0.852966,-1.09253,0.994694,0.667058,-2.23367,undefined,0.0108142,0.0145246,33.2771,0
14.2858,1.05804,0.832082,-1.71841,-1.06413,0.666414,undefined,0.0130883,0.0806701,13.5461,0
8.3275,1.14469,0.719117,-1.99906,-1.18294,0.560912,undefined,0.0189473,0.0230858,8.3226,0
1.74297,1.20137,-0.640024,-0.0276857,-0.0203374,-0.489499,undefined,0.00894151,0.00897149,1.73466,0
1.58564,-0.677301,1.17552,-0.00389872,-0.00287372,2.09351,undefined,0.0160472,0.00726092,1.56229,0
1.58665,-1.33627,-0.258456,0.266516,0.194588,-2.95054,undefined,0.00986994,0.0106145,1.58317,0
2.8038,0.886869,1.00046,-2.20412,-1.27447,0.845512,undefined,0.00805761,0.00473384,2.81145,0
