et,eta,theta,phi
64.6249,0.685026,0.933808,-2.46227
53.575,1.13656,0.621077,1.6093
49.1218,1.20318,0.583349,-1.40131
45.0137,-1.14865,2.52752,0.645006
25.8235,-2.15457,2.91072,-0.578821
17.8601,-1.40425,2.66002,1.70534
16.5336,-0.673829,2.19875,2.7026
11.2977,3.09865,0.0901587,1.50026
11.9071,-0.0917916,1.66246,1.83823
10.5071,-2.27522,2.93676,2.36391
10.4376,-1.1349,2.51955,-0.426287
10.0588,1.65514,0.37758,2.56737
10.0891,-1.36449,2.64127,-1.7338
9.65058,-1.69946,2.78002,-2.6092
8.81647,-3.64629,3.08943,1.8146
9.11655,-0.219077,1.78814,-1.23022
8.86303,0.239125,1.33392,-0.53732
8.24024,1.70084,0.361087,-2.74209
7.97085,1.0516,0.672243,0.380214
7.55547,2.80699,0.120626,-0.227538
7.43695,-3.304,3.06815,-0.0465697
6.45984,-4.44477,3.11811,1.01708
6.72048,0.256987,1.31659,3.01097
6.29426,-3.02684,3.04473,3.10094
6.3195,2.04327,0.257772,-0.684608
6.26298,4.28857,0.0274472,-2.45354
6.19217,2.72226,0.131264,2.45989
6.16757,3.05568,0.0941116,-2.876
6.13363,4.4254,0.0239378,0.8827
5.7942,4.02585,0.0356927,-0.135822
5.52947,-2.96406,3.03847,-1.19429
5.42466,-4.39749,3.11698,-2.38462
5.09325,-2.19857,2.92057,0.357187
5.03429,4.30848,0.0269064,2.40548
4.49783,4.49712,0.022281,-1.3453
4.71304,0.193314,1.37868,0.865583
4.30361,-4.39212,3.11685,-1.31657
4.12322,-4.99004,3.12798,2.66664
3.90929,3.20811,0.0808221,-1.23444
3.865,-2.71426,3.00928,1.06976
3.296,2.26638,0.206635,-1.85476
3.12987,-4.63697,3.12222,1.91165
