et,eta,theta,phi
44.1563,-1.63849,2.75783,-2.30716
38.3823,-0.889126,2.36166,2.53545
36.3755,0.92102,0.757756,0.0590466
27.7572,3.37948,0.0681043,0.203779
27.8607,1.03783,0.680861,2.27437
24.6109,-3.41219,3.07568,-2.14731
24.3512,2.03347,0.260281,-0.885343
24.3629,-0.881208,2.35608,0.825818
22.6358,2.89399,0.110597,1.90282
21.12,-3.17698,3.05822,-0.393916
18.6263,-3.07607,3.04938,2.66749
19.6768,0.0169424,1.55385,-1.34735
17.9494,-4.14054,3.10977,2.86161
17.9239,3.2095,0.0807096,3.12498
19.8872,0.366807,1.21195,-3.07555
17.951,-1.45002,2.68079,-0.26938
16.6984,-2.82256,3.02283,0.678522
16.4902,3.95751,0.0382168,1.35221
15.8451,4.15356,0.0314144,-2.81376
16.3174,-1.01618,2.44699,-1.42286
15.0419,-4.16147,3.11043,-1.30425
13.7687,2.80745,0.120572,-1.98734
13.3544,1.939,0.285736,1.78145
13.1363,-4.17684,3.1109,-0.163554
13.0146,2.12664,0.237355,0.814474
12.5518,1.80952,0.324585,-2.96669
12.3056,-1.81803,2.81971,1.03571
11.9254,3.27108,0.0758943,-0.867987
11.8737,4.08932,0.0334981,-1.53475
10.8917,-3.23946,3.06326,1.57071
10.8586,4.50953,0.0220064,-0.286831
10.8573,2.40253,0.180485,-0.17104
10.0803,-4.40004,3.11704,1.6848
10.03,4.52322,0.0217072,2.0708
9.35785,0.102301,1.46867,0.910344
8.37239,-2.28969,2.93969,-2.92304
8.54806,-0.391358,1.95253,-2.26451
7.7175,-4.36345,3.11613,-2.44374
7.75544,-0.226283,1.79517,-0.418195
7.0459,-4.6155,3.1218,0.694859
6.4928,-2.24478,2.93048,1.83543
6.23048,-2.65858,3.00173,-1.35787
6.5533,0.421002,1.16171,1.7469
5.61503,5.0004,0.0134703,-1.51511
5.68611,1.30791,0.52814,-1.5967
5.40207,-1.95308,2.8598,-1.00975
4.86225,4.79003,0.016624,0.703389
4.43558,-1.6155,2.74913,2.85136
4.28362,-3.33059,3.07008,-2.88984
3.99989,-0.633496,2.16573,-2.97916
3.24852,4.95688,0.0140695,-2.93123
3.04922,2.96705,0.102819,1.01559
