isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000758664,0.000592043,-0.0147658,2.47878e-05,2.07387e-05,2.63376e-05,53.3823,82.2899
1,0,0.000713788,0.000631709,0.112674,2.72264e-05,2.48312e-05,2.97029e-05,48.9343,61.2644
1,0,0.000725051,0.000625053,-0.0432388,2.54248e-05,2.24614e-05,3.72749e-05,48.5729,66.9095
1,0,0.00071643,0.000594335,-0.0443064,3.12417e-05,3.17375e-05,3.87243e-05,38.3002,62.5653
1,0,0.000699661,0.000656042,-0.071013,4.06139e-05,3.11437e-05,4.62373e-05,35.0806,47.0643
1,0,0.000716767,0.000671033,0.0364825,3.13884e-05,5.80505e-05,4.95458e-05,1.96495,12.7344
1,0,0.000644609,0.000690124,0.0456303,4.06705e-05,4.57625e-05,5.59869e-05,24.236,35.6196
1,0,0.000736969,0.000644129,0.0382913,4.20936e-05,4.88581e-05,5.01421e-05,16.5187,32.0871
1,0,0.000623302,0.000499246,-0.0231047,5.06132e-05,6.96429e-05,7.69331e-05,20.0582,25.2822
1,0,0.000739242,0.000672391,-0.0409493,5.71527e-05,5.34037e-05,7.80625e-05,18.5392,26.0575
1,0,0.000757003,0.000682128,0.0527921,6.89945e-05,6.73153e-05,0.000107524,17.2649,14.8238
1,0,0.000803046,0.000623319,-0.110402,9.43714e-05,6.2297e-05,0.000118025,2.27567,4.76387
1,0,0.00077711,0.000653326,-0.00518653,0.00010169,9.19001e-05,0.00012874,16.8423,17.927
1,0,0.000838979,0.000662871,-0.035329,9.642e-05,0.000107983,9.84793e-05,12.1157,18.0826
1,0,0.0007047,0.000727251,-0.0789926,0.000146945,0.000132448,0.000245031,4.68868,2.71233
1,0,0.000280166,0.000162629,-0.00872869,0.000268873,0.000243067,0.000324245,9.54786,4.01481
1,0,0.000732521,0.000700048,-0.0809744,0.000154602,0.000258927,0.000214797,0.210024,2.90687
1,0,0.000938452,0.000589837,0.0131016,0.000184135,0.000166561,0.00022571,0.730816,4.87054
