isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000708219,0.000655688,0.00607463,3.24189e-05,3.46647e-05,4.1103e-05,35.8573,47.4582
1,0,0.000745768,0.00062236,0.0672732,6.02378e-05,4.03723e-05,5.76285e-05,19.4462,21.598
1,0,0.000689985,0.000744807,-0.0266546,3.85319e-05,5.3594e-05,5.93216e-05,18.1511,32.0902
1,0,0.000801146,0.000673026,0.0574226,4.4602e-05,4.75396e-05,7.00221e-05,18.3073,18.8744
1,0,0.000760101,0.000669541,-0.034288,6.92328e-05,5.83098e-05,5.54906e-05,20.8642,19.3617
1,0,0.000694105,0.000605187,0.00290318,5.29615e-05,5.40875e-05,7.76588e-05,22.183,39.6112
1,0,0.000684733,0.000616994,-0.0195384,6.23527e-05,6.39413e-05,8.40453e-05,20.9342,18.8593
1,0,0.000790445,0.000664099,0.0240245,6.13729e-05,6.38235e-05,9.25954e-05,11.1286,20.264
1,0,0.000796638,0.000546718,0.085837,7.51846e-05,7.86191e-05,9.30307e-05,12.7367,17.0652
1,0,0.000634478,0.000638543,-0.0383755,0.000124278,0.000144868,0.00021437,6.20252,6.63567
1,0,0.000823286,0.000464508,-0.0151974,0.000117843,0.000125083,0.000236369,10.4112,14.475
1,0,0.000969111,0.0010366,0.110414,0.000288622,0.000231298,0.00051648,0.500232,0.928079
