pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
1.1702,1,0.00064264,0.000609354,-0.0364979,2.10145,-2.0269,0
1.49573,-1,-0.00533505,0.00617713,-0.108273,0.828368,-2.06895,0
