et,eta,theta,phi
52.0018,-0.899964,2.36925,-1.66659
47.8404,1.48984,0.443408,1.70253
44.8531,0.841548,0.813956,-2.93111
41.4149,0.792054,0.850548,-1.81993
38.1035,-1.84823,2.82913,2.23622
40.4737,-0.656569,2.18472,1.24213
36.5966,3.36775,0.0689071,-1.39933
36.847,-1.44586,2.67894,-0.0202858
37.3509,-0.100391,1.67102,-0.837819
37.5651,-0.211483,1.78072,2.84225
33.6023,1.20321,0.583335,0.450462
32.3383,2.64458,0.141832,0.153052
27.7452,-2.94422,3.0364,2.28366
27.3777,-2.92464,3.03433,1.20451
26.6097,-3.10126,3.05167,-0.933257
26.7189,1.24695,0.559679,-0.498287
25.208,-2.66734,3.00294,0.13076
24.6348,-4.22853,3.11245,1.34512
24.497,-3.90764,3.10142,0.157916
24.4964,3.33321,0.0713268,1.75377
23.0092,-2.13227,2.90556,-2.06526
21.4157,2.13793,0.234715,-2.80482
20.761,-3.2542,3.06441,-2.17446
21.1301,0.387119,1.193,1.32291
20.2659,-1.13604,2.52021,-2.70096
19.3518,-4.23387,3.1126,-1.54276
19.0123,-3.25613,3.06456,-3.0941
18.8396,3.49899,0.0604371,-2.28897
17.2619,4.202,0.029929,2.47983
16.7549,3.93296,0.0391663,-0.336675
16.7513,-1.61637,2.74946,-0.843731
15.9689,-4.30915,3.1147,2.59878
15.3373,-1.78858,2.81026,1.12198
14.8345,3.26588,0.0762893,3.05503
13.6678,3.55053,0.0574033,0.778413
13.976,-0.293367,1.86004,0.153916
11.8764,4.66411,0.0188547,-2.05346
11.7429,2.38611,0.183457,2.11317
11.3581,-4.33996,3.11552,-2.65008
10.4611,1.7146,0.356254,-1.63695
9.80005,1.5913,0.401827,2.62455
9.44873,4.36574,0.0254091,1.18509
9.29982,-2.13126,2.90532,3.10713
9.05445,-0.110798,1.68137,-2.36674
8.4352,-4.83674,3.12573,-0.695366
6.04143,2.42541,0.176425,-1.85382
6.20392,0.360046,1.21829,2.16772
5.35686,2.30087,0.199677,1.07545
5.10829,4.61586,0.0197866,-1.18556
5.00899,4.77909,0.0168069,0.248481
4.81692,0.48628,1.10262,0.118077
4.49897,4.36134,0.0255211,-2.8996
4.41127,-4.90627,3.12679,0.336665
4.16776,-5.01972,3.12838,1.82344
3.34246,-3.60117,3.08702,1.98572
3.29506,2.9055,0.109333,-0.733225
3.16047,5.03577,0.0130023,2.59428
