energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
53.9473,-0.18346,-1.36185,0.979232,0.662963,-1.7047,undefined,0.0210113,0.0844312,53.804,0
57.2195,0.306388,1.29002,2.72032,1.46651,1.33761,undefined,0.014248,0.129878,53.1514,0
42.0518,0.196206,1.31995,2.47265,1.37586,1.42323,undefined,0.0181237,0.043756,40.8059,0
17.8743,-0.207289,-1.35908,0.839238,0.577762,-1.72215,undefined,0.0178018,0.0701492,17.73,0
10.8815,1.32058,0.376863,0.557475,0.395542,0.277987,undefined,0.00841485,0.0224983,10.824,0
10.0477,-0.095644,-1.35639,1.07013,0.722487,-1.64119,undefined,0.0152585,0.123995,9.77725,0
5.13895,1.36396,0.0281309,-0.0491245,-0.0360006,0.0206215,undefined,0.0149571,0.0282437,5.04521,0
4.94405,-0.942761,0.976441,-0.213527,-0.156677,2.33865,undefined,0.01857,0.0811934,4.96544,0
5.62392,-1.30518,-0.329933,-2.42957,-1.35273,-2.89399,undefined,0.00928691,0.0115577,5.60017,0
1.72802,1.24469,0.551366,0.23529,0.171988,0.416997,undefined,0.00601847,0.0093404,1.74172,0
1.91548,0.624242,1.18863,0.897764,0.626825,1.08721,undefined,0.0100794,0.0641661,1.91695,0
