et,eta,theta,phi
163.21,0.626665,0.98153,-1.67988
145.915,1.43878,0.465822,1.41489
78.0486,-0.240587,1.8091,2.25525
36.9467,0.342151,1.23513,0.207286
30.6491,-0.904626,2.3725,-1.88272
23.8959,4.01211,0.0361863,-0.165439
22.1959,-0.755733,2.26342,-0.960837
17.7141,2.36105,0.188086,2.62967
17.0396,-1.24571,2.58126,-2.78007
16.9242,-0.165548,1.73559,-2.73884
14.5832,-1.72991,2.79064,1.05496
14.4915,0.466367,1.12047,1.3751
13.2422,-2.90773,3.0325,1.2949
11.6862,0.629492,0.979181,-0.810444
11.3566,-0.603623,2.14078,1.15744
10.5001,1.56297,0.413051,-1.84137
10.0899,2.83307,0.117529,-0.885904
9.56024,3.29179,0.07434,1.71867
9.29764,-1.37784,2.64764,2.31143
8.73757,3.13848,0.0866429,-2.00888
8.74307,0.979866,0.718175,2.27732
8.04273,-3.4348,3.07715,0.517841
7.71222,-4.09077,3.10814,-2.19122
7.42167,-2.50542,2.97867,-0.896222
7.20008,4.12987,0.0321672,-2.44222
7.02794,4.32449,0.0264791,1.97969
6.63123,3.38307,0.0678598,0.643555
6.49835,-2.30363,2.94246,2.23688
6.10553,-3.56184,3.08483,2.95331
6.10896,1.63024,0.386867,0.322978
5.75115,-3.81932,3.09771,-1.02307
5.10406,2.44962,0.172225,0.0466972
5.0746,-1.96409,2.86284,-1.88464
4.61292,-2.38871,2.95861,0.0815881
4.41088,2.35523,0.189178,1.47349
4.36719,-3.84785,3.09895,1.68785
4.30172,3.19757,0.0816772,-3.01473
4.2797,4.67222,0.0187025,0.936587
3.90301,1.64601,0.380961,-0.580361
3.66162,4.19565,0.0301195,-1.13851
3.4094,-1.07948,2.48652,-0.0359337
