pos_x,pos_y,pos_z
-0.0313368,0.0252846,0.0430862
-0.37867,0.270581,0.0268982
-0.731929,0.480746,0.0122909
-1.0907,0.658256,-0.000749865
-1.45476,0.804467,-0.0121887
-1.82416,0.919146,-0.0219471
-2.19923,1.00023,-0.0299203
-2.58061,1.04398,-0.0360076
-2.96922,1.04487,-0.0401662
-3.36456,1.00591,-0.0424024
-3.76288,0.949663,-0.0425638
-4.15971,0.900072,-0.0503171
-4.55192,0.874408,-0.0704973
-4.94058,0.867841,-0.0981799
-5.32628,0.877621,-0.130399
-5.70961,0.900892,-0.164982
-6.08906,0.94734,-0.200219
-6.46708,1.00216,-0.236109
-6.84185,1.07657,-0.271821
-7.2123,1.17711,-0.306987
-7.58209,1.28159,-0.342108
