pos_1_x,pos_1_y,pos_1_z,dir_1_x,dir_1_y,dir_1_z,pos_2_x,pos_2_y,pos_2_z,dir_2_x,dir_2_y,dir_2_z
0.00066572,0.000956216,0.0139169,-0.933603,-0.165991,2.92048,-0.87423,0.407182,3.16813,-0.451916,0.756894,2.73143
0.000712045,0.000717345,0.0158954,-1.15491,-0.166018,-3.83847,-0.763235,-0.536407,-3.16813,-0.523054,-0.956763,-3.61915
0.000619662,0.000759669,0.0154812,-0.901691,-0.642686,-1.04473,-1.26818,0.133828,-1.30375,-0.729794,0.798952,-1.02707
0.000716731,0.000618565,0.00595375,-0.846783,-0.826685,-2.93671,-1.18969,-0.195149,-3.16813,-0.985924,0.46423,-2.71638
0.000596714,0.000728355,0.0397337,-1.10938,-1.22537,-0.162357,-0.347757,-1.22688,-0.0905324,0.300572,-1.60379,-0.160864
0.00066707,0.000649565,0.0155558,-0.517376,-0.756593,-0.30044,-1.27437,-0.0464153,-0.481231,-0.53983,0.697398,-0.299246
0.00075183,0.000596632,0.0155947,-1.68153,-3.53661,-2.0177,-0.323143,-1.2336,-0.645734,-0.268323,-3.87417,-2.00139
0.000635369,0.000646293,0.015552,-0.288559,-0.697545,-0.174218,1.06516,-0.701156,-0.397881,0.497957,0.531301,-0.168462
0.000790607,0.000627556,0.0139304,0.323321,-1.05014,-0.634042,1.09239,-0.657934,-0.785183,1.05482,0.200628,-0.61391
0.000799797,0.000647132,0.0137726,0.395849,-0.733848,-1.29888,1.2751,0.0171242,-2.44395,0.336925,0.699319,-1.22559
0.000676504,0.000539726,0.014084,0.701325,-0.523488,0.779837,-0.0906434,-1.27199,1.3762,-0.746482,-0.399752,0.764783
0.000715086,0.000609012,-0.090226,2.41476,-0.972698,3.87141,1.00275,-0.787842,1.83009,1.49675,-2.08766,3.81894
0.000717819,0.000618793,-0.0896716,0.766655,-0.176509,2.14752,0.845118,0.626981,3.16813,0.0565157,0.702651,1.95736
0.000665163,0.000868247,0.0149715,0.885962,0.213048,-3.03144,0.858094,-0.327035,-3.16813,0.495293,-0.691073,-2.79728
0.000722436,0.00061564,0.0155613,19.6189,13.7522,-27.4252,1.06587,0.70009,-1.44315,20.3309,12.4895,-27.3091
0.000732375,0.00060182,0.0155855,17.2422,12.7735,-22.5904,0.998404,0.793327,-1.32634,16.261,13.8424,-22.4854
0.000740259,0.000592077,0.0156834,5.20414,4.07023,-7.40004,1.0844,0.671027,-1.41446,5.9347,2.82609,-7.36325
0.000735611,0.000597767,0.0155141,5.92018,4.52484,-7.57191,0.932889,0.869437,-1.28035,4.90694,5.56108,-7.52791
0.000823513,0.000509473,0.013832,1.01287,0.984869,2.43977,1.24196,0.289358,2.33296,1.31139,-0.419877,2.39569
0.000735793,0.00059911,0.0137321,0.617155,0.564729,-1.40971,-0.303086,1.23868,-2.63966,-0.763275,0.199217,-1.36945
0.000542945,0.000716167,0.039689,0.462124,0.79585,0.239107,1.26679,0.146416,0.429727,0.593737,-0.656801,0.234647
0.000902836,0.000503151,0.0141676,0.557981,0.931244,1.36749,-0.260381,1.24835,1.77856,-0.850743,0.599662,1.31381
0.000790893,0.000581685,0.0155015,0.375991,0.900472,-3.0308,0.791649,0.520838,-3.16813,0.879619,-0.00637502,-2.80996
0.000731999,0.000608411,0.0156864,-0.215913,2.77544,-5.27642,-0.424043,1.20266,-2.4269,-1.54284,2.26428,-5.19857
0.000247175,0.000482181,0.0157937,-0.259037,0.987969,-2.11925,0.651723,1.09611,-2.93638,0.944691,0.237365,-2.05153
0.000540802,0.000537992,0.0154445,-0.368348,0.981731,-1.72671,0.516462,1.16595,-2.31988,0.935128,0.373575,-1.67867
0.000727236,0.000617941,-0.0903188,-1.68595,2.88873,-1.72336,-0.386441,1.21526,-0.751987,-0.288281,3.29567,-1.70315
0.000688589,0.000578093,-0.019124,-0.679936,0.772753,2.66232,-0.0456008,1.11534,3.16813,0.540384,0.732941,2.44554
0.000770026,0.000677765,-0.0904335,-1.0825,0.880877,-0.408124,-0.416564,1.20526,-0.485388,0.301987,1.3331,-0.403669
0.00072631,0.000606304,0.0155222,-0.633577,0.503435,-0.35522,-1.12753,-0.595697,-0.692023,0.0688476,-0.777857,-0.343207
0.000744127,0.000655576,0.039702,-0.822593,0.234059,1.93979,-0.441172,1.11442,3.16813,0.38513,0.659239,1.76065
0.000740463,0.000650151,0.0137399,-0.941433,0.289793,2.48128,-1.01824,-0.476912,3.16813,-0.34327,-0.794151,2.24582
0.000729784,0.000648583,0.0156185,-0.771251,0.0389261,0.0916287,-0.279533,1.2442,0.223795,0.660385,0.340882,0.0903794
0.000733889,0.000676935,0.0140577,-1.01941,0.0937125,-1.84133,-0.973684,-0.823487,-2.55102,-0.0776455,-0.981761,-1.79649
0.000704204,0.00103462,-0.0847776,-1.56531,-0.0463284,8.45099,-0.581847,-0.144967,3.16813,-1.37404,-0.671234,8.21847
0.00103037,0.000452473,0.0136181,-0.537043,-1.04624,5.90161,-0.106285,-0.612279,3.16813,0.135619,-1.12473,5.66691
0.000205212,0.000965322,-0.0891633,0.727734,1.04882,9.07819,0.178802,0.418148,3.16813,0.257468,1.21409,8.86131
0.00075179,0.000614719,-0.0901253,-0.147309,1.59566,7.22483,-0.240756,0.67688,3.16813,-0.864595,1.29382,6.99073
0.00080364,0.000632548,-0.0896309,-0.267703,1.11029,7.15915,0.00748331,0.513442,3.16813,0.286819,1.10386,7.18308
0.000756055,0.000578183,0.0164795,-0.784736,-0.74075,-4.18187,-0.747645,-0.25357,-3.16813,-1.00544,0.0966512,-3.96127
0.000711647,0.000602169,-0.129454,1.80072,-0.0127716,-5.57057,0.917134,-0.299241,-3.16813,1.40437,-0.991811,-5.34479
0.000785209,0.000567929,0.0141988,-0.730728,-1.0476,0.564675,0.0123694,-1.27516,0.623764,0.734682,-0.99432,0.555964
0.000769197,0.000601247,0.0156057,-0.195943,-1.18716,-0.997495,-0.92982,-0.872712,-1.10194,-1.17107,-0.112363,-0.95481
0.000720365,0.00061169,0.0155262,-1.66982,-3.41392,-0.952502,-0.769969,-1.01653,-0.305056,-2.81783,-2.51282,-0.941518
0.000702197,0.000678743,0.0155149,-2.07483,-0.74967,-0.882952,-1.27519,-0.00961526,-0.506172,-2.05846,0.710594,-0.873898
0.00068765,0.000639578,0.0140161,-0.529245,-0.672122,1.70514,0.425849,-1.20201,2.97728,0.789179,-0.189057,1.60746
0.000939354,0.000677832,0.015911,0.305516,-0.926171,1.73323,1.16903,-0.509473,2.57125,0.859312,0.385417,1.69444
0.000722089,0.000607039,0.0161964,-0.138803,0.769983,-1.13553,1.14575,0.559857,-2.55202,0.456883,-0.541265,-1.08132
0.000747197,0.000690518,0.0154303,-1.45892,0.344759,-0.72396,-1.22611,-0.350474,-0.625925,-1.0369,-1.04897,-0.709066
0.000715488,0.000556172,-0.0903239,1.1231,-0.0112293,-1.9193,0.975907,0.820844,-2.45481,0.176311,1.06563,-1.85057
0.000696711,0.000624169,-0.0904159,0.737893,1.11819,-1.58287,0.00798151,1.2752,-1.67535,-0.70792,1.09773,-1.53923
0.000718523,0.000628394,-0.0903386,-1.46288,0.213821,0.0592705,-1.18547,-0.469935,-0.0348451,-0.909151,-1.14396,0.0614837
0.000760008,0.000749913,0.00773008,-0.732437,0.171442,-0.120638,0.0832786,1.27249,-0.281205,0.720536,0.0525653,-0.114866
0.000691576,0.000749938,-0.129916,0.771257,0.112978,-1.75148,0.483093,1.02033,-3.16813,-0.344603,0.576849,-1.57057
-0.000228823,0.00512585,0.0152308,1.0885,0.230439,0.424698,0.767673,1.01827,0.536253,-0.0752482,1.0893,0.409043
0.0017825,0.00110806,-0.0936258,-1.27976,2.7538,20.6263,-0.162246,0.451962,3.16813,-0.825981,3.02165,21.2696
0.000728169,0.000397096,-0.128017,-1.43182,-0.107954,-6.68313,-0.636175,0.117169,-3.16813,-1.26517,0.577552,-6.46197
0.000764464,0.000620628,0.0154342,-1.67681,4.91203,-8.95425,-0.241278,1.25219,-2.18522,-0.281161,5.15729,-8.88508
0.000820891,0.00128184,0.0133202,-1.25957,0.174555,5.77386,-0.674623,-0.114435,3.16813,-1.09601,-0.552862,5.56945
0.0128464,-0.00615414,0.2334,-0.632539,-1.13374,5.49432,-0.129189,-0.674469,3.16813,0.102462,-1.25019,5.31746
-0.000798441,0.000111127,-0.0413912,0.550594,-1.67951,-5.32587,-0.0155883,-1.01161,-3.16813,-0.554624,-1.57473,-5.0963
0.00070037,0.000565519,-0.131033,-1.43557,0.340083,-6.37699,-0.693835,-0.0241255,-3.16813,-1.36687,-0.414955,-6.17616
0.0400647,-0.0910439,0.0348828,0.897273,0.385088,0.0409248,1.15737,-0.535428,0.0909176,0.376969,-0.885108,0.0404653
0.00072809,0.000556479,0.0121937,-1.00147,-0.0142054,0.0994117,-0.878573,0.924284,0.154604,0.0706278,0.976993,0.0974987
-0.100035,0.034171,-0.0144801,-0.286742,-0.86166,2.22789,-1.14711,-0.466733,3.16813,-0.772675,0.2799,2.04835
-0.00503833,0.00888418,0.0262836,-0.833737,-0.580742,-2.12171,-1.25425,0.230304,-2.9368,-0.54795,0.784359,-2.0467
0.0846194,-0.0279892,-0.199076,-0.236511,-0.693166,-1.92136,0.614804,-0.896121,-3.16813,0.652518,-0.0975216,-1.69829
0.00103037,0.000452473,0.0136181,-0.537043,-1.04624,5.90161,-0.106285,-0.612279,3.16813,0.135619,-1.12473,5.66691
0.000756055,0.000578183,0.0164795,-0.784736,-0.74075,-4.18187,-0.747645,-0.25357,-3.16813,-1.00544,0.0966512,-3.96127
0.0128464,-0.00615414,0.2334,-0.632539,-1.13374,5.49432,-0.129189,-0.674469,3.16813,0.102462,-1.25019,5.31746
