energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
32.9575,-0.57398,-1.2555,-0.627219,-0.440011,-1.9996,undefined,0.0149772,0.0147275,31.0112,0
15.2539,-0.651811,-1.20498,-0.724569,-0.506903,-2.06665,undefined,0.0104061,0.040851,15.0478,0
13.4123,1.01529,0.890409,-1.39108,-0.902503,0.71996,undefined,0.0175824,0.0475686,13.0987,0
12.9966,1.12184,0.745749,-1.54649,-0.98226,0.586676,undefined,0.0114458,0.0457849,12.4252,0
2.39681,-1.23246,-0.555303,-0.47791,-0.34656,-2.71827,undefined,0.016632,0.111024,2.3978,0
4.40967,-0.249955,1.31265,-2.29598,-1.31003,1.75896,undefined,0.00733262,0.00719241,4.39017,0
