pos_x,pos_y,pos_z
0.0198279,0.0318564,-0.203799
0.0879394,0.151791,-0.699927
0.150282,0.27515,-1.19534
0.206988,0.40163,-1.69012
0.258287,0.530952,-2.18433
0.304519,0.662878,-2.67801
0.346149,0.797235,-3.1712
0.383688,0.933953,-3.66391
0.417728,1.07308,-4.1561
0.449027,1.21481,-4.6477
0.478337,1.3595,-5.13859
0.49148,1.50407,-5.62999
0.480441,1.64453,-6.12318
0.45274,1.78038,-6.61805
0.415344,1.91057,-7.11467
0.375093,2.03443,-7.613
0.346643,2.15131,-8.11279
0.319532,2.2654,-8.61325
0.307069,2.37565,-9.11428
0.309026,2.48329,-9.61554
0.314524,2.58971,-10.117
