et,eta,theta,phi
21.2496,0.493636,1.09607,1.23992
19.023,1.63814,0.383899,-0.350976
18.291,-0.705739,2.22433,-2.08495
14.3082,-3.08846,3.05051,-3.13745
12.5862,-0.753939,2.26204,1.52344
11.5666,-2.8997,3.03162,-1.65969
11.3177,-3.1411,3.05518,1.74921
10.9029,3.50552,0.0600441,0.937177
10.8489,-2.08229,2.89358,-2.67312
10.7318,3.06082,0.0936296,-1.04215
10.2839,1.97176,0.276644,-1.2441
9.42215,1.62647,0.388293,2.80781
8.81272,1.54145,0.421776,1.62262
9.2439,0.438761,1.14547,0.231479
8.22101,4.18641,0.0303993,3.0389
8.82781,-0.491398,2.04353,-2.95635
7.93951,-4.2405,3.11279,0.619666
7.82227,3.11791,0.0884411,-2.10022
7.41903,3.52286,0.0590127,2.23961
7.27541,-3.17812,3.05831,0.0509058
7.42919,0.638764,0.971505,-0.75688
7.17373,3.00923,0.0985793,3.00532
7.29235,0.698028,0.923396,3.0865
6.70241,-1.09602,2.49653,-0.488718
6.38662,-4.16581,3.11056,-1.08889
6.21788,-1.37356,2.64561,0.579001
6.14985,-0.273627,1.84107,2.41068
5.74224,0.495095,1.09477,-1.92111
5.41219,4.19948,0.0300046,0.263624
5.15666,2.36832,0.18673,1.04585
5.12516,1.94174,0.284965,-2.50768
4.96257,-2.10675,2.89952,1.11001
4.8479,2.76686,0.125553,0.0753613
4.69232,2.11429,0.240274,2.16211
4.54531,-2.17546,2.91545,-1.10358
3.9689,-2.28008,2.93775,2.40321
4.02352,-0.146844,1.71712,-1.23134
3.77081,-1.51624,2.70938,2.13513
3.6364,4.66568,0.0188251,-0.952162
3.51434,-4.91204,3.12688,-2.58329
3.5236,1.48236,0.446628,0.642288
3.08306,-3.93345,3.10245,-2.2155
