et,eta,theta,phi
34.0923,-0.284937,1.85195,1.20636
31.8939,0.890823,0.778739,-3.04117
28.965,1.62557,0.388633,0.149294
28.3057,1.54921,0.418611,-1.11512
28.3967,-1.29976,2.60933,-0.0498363
26.7794,-3.23411,3.06284,-0.590252
25.75,-1.76133,2.80128,0.907662
26.0075,-1.37767,2.64756,-3.1266
24.6117,-2.63515,2.99842,1.91635
22.9967,-0.757616,2.26487,-1.36785
19.0883,3.14637,0.085963,-2.80213
19.0458,-3.27195,3.06576,-1.70575
18.7837,-3.15516,3.05638,2.96354
18.7221,2.98077,0.101421,-1.30585
18.4866,3.9998,0.0366345,2.24614
16.4588,2.56636,0.153328,-0.402226
17.9673,0.00392726,1.56687,-0.347389
16.2721,-3.28958,3.06709,0.605827
13.9306,4.12958,0.0321764,-0.556348
13.8667,3.98005,0.0373649,-2.12686
13.7452,3.23694,0.0785271,0.825651
13.5822,1.16776,0.603151,2.04118
12.3229,2.27905,0.204052,1.16817
12.2244,-2.11634,2.9018,-1.5491
13.0367,0.418194,1.16428,-1.67825
12.8866,-0.463375,2.01843,-2.41045
10.7491,-4.57993,3.12108,-2.65642
10.552,4.32495,0.0264668,1.25213
10.5155,1.92774,0.288926,3.07782
9.62544,-4.62353,3.12196,1.04909
10.225,-0.671002,2.19646,2.2068
8.6306,-4.3611,3.11607,2.54454
8.41817,1.0905,0.648387,0.922546
7.57071,4.40485,0.0244347,-3.02244
7.33101,2.76419,0.125888,1.87386
6.35259,-2.24353,2.93022,-2.79979
6.30309,2.2004,0.220618,-2.21009
5.8652,-2.1447,2.90845,-0.70831
5.79688,-0.283634,1.8507,2.93264
5.1847,-4.20062,3.11162,-0.145082
4.68954,-3.81859,3.09768,1.77257
4.61972,-4.21369,3.11201,-1.51059
4.28731,4.97974,0.0137515,1.94326
4.11324,4.67559,0.0186395,0.353337
4.02992,1.22442,0.571752,-2.04369
3.12611,-0.548258,2.09349,0.379516
3.0143,-3.37662,3.07329,-2.50921
