isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000719244,0.000562055,-0.019766,2.51632e-05,2.88392e-05,3.37413e-05,44.0821,79.432
1,0,0.000700008,0.000591853,0.011507,2.19109e-05,2.35238e-05,2.61701e-05,38.7195,67.1151
1,0,0.00070862,0.000626197,-0.0645282,2.99474e-05,3.19741e-05,3.50485e-05,41.4405,48.8917
1,0,0.000731081,0.000596792,-0.00459797,3.9725e-05,4.20232e-05,6.56475e-05,51.0607,55.5041
1,0,0.000729609,0.000647735,0.0323786,4.44303e-05,3.82016e-05,5.01941e-05,34.0508,46.1684
1,0,0.000613793,0.000562551,0.0170024,4.43925e-05,4.55003e-05,7.24349e-05,27.3857,32.2593
1,0,0.000724456,0.000582864,-0.0685793,4.746e-05,3.32868e-05,5.38429e-05,16.2812,26.5127
1,0,0.000729911,0.000578599,0.0122813,6.09858e-05,4.19107e-05,5.67744e-05,22.8487,29.2839
1,0,0.000708455,0.000649858,-0.0147399,5.63826e-05,6.09412e-05,7.00696e-05,21.4794,21.6173
1,0,0.000767671,0.000642944,-0.0206265,7.03409e-05,7.68294e-05,0.000100122,15.1094,22.0903
1,0,0.00091912,0.000598545,0.0542841,0.000112905,0.000104116,0.000159494,2.14365,4.83914
1,0,0.000201507,0.000742573,-0.0714554,0.000242737,0.000187885,0.000148009,0.181727,0.937958
1,0,0.000151584,0.00116202,-0.145537,0.000424929,0.000804004,0.000314988,0.387544,0.931741
