pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
4.50343,-1,0.000756444,0.000621652,-0.00549795,1.69844,-2.37314,0
2.52558,1,0.000706897,0.000591812,-0.0103521,-1.84167,2.26989,0
