et,eta,theta,phi
49.6914,1.7299,0.350958,0.164874
46.9405,-2.69143,3.00623,0.264284
44.3169,-1.41068,2.66299,-0.545717
42.2066,-3.30222,3.06802,1.67477
39.9538,-1.63193,2.75536,-1.71911
40.1585,-0.969035,2.41626,2.63291
36.9004,-3.39958,3.07484,-2.93089
37.8129,1.1019,0.641529,-3.10863
36.2279,-2.20501,2.92198,2.75851
32.6931,2.087,0.246856,-2.26091
34.2678,-0.75186,2.26043,0.485448
34.0946,0.564221,1.03433,-1.41844
30.3257,3.61045,0.0540662,-2.39552
28.7476,-2.74314,3.01303,-1.7948
26.5762,-3.37763,3.07336,-0.749413
26.1342,-4.05515,3.10693,0.547237
26.0839,1.7213,0.353925,-1.14602
24.8153,-1.00424,2.43931,1.41306
21.4881,2.82143,0.118901,2.7855
21.3701,1.81852,0.321726,1.46915
20.7539,3.25526,0.0771036,1.76812
21.9532,0.144368,1.42693,-2.62682
19.3982,3.08451,0.0914414,-0.618576
19.4177,-2.19283,2.91931,1.34242
18.1102,-4.6217,3.12192,2.96618
16.1264,3.04732,0.0949003,0.571479
15.9971,4.35238,0.0257508,1.05871
14.739,4.12078,0.0324608,-0.280655
15.5536,0.668596,0.947081,0.48441
14.3424,-0.491563,2.04368,-1.6193
13.2264,-3.99134,3.10465,-1.92463
13.0953,4.36286,0.0254824,2.85178
12.4099,2.88463,0.111635,-1.82991
12.3676,-4.28539,3.11406,1.96294
11.5581,-4.3756,3.11643,-0.53279
10.5073,-0.974572,2.41993,-2.49638
10.0011,-1.76687,2.80313,0.294985
9.10216,-3.04544,3.04651,2.70774
8.92194,4.45694,0.0231945,-1.43855
9.28126,0.344437,1.23297,2.52524
8.23623,0.465233,1.12149,1.46001
7.89905,-0.234017,1.80271,-0.64382
7.00987,-2.18996,2.91868,-2.59987
6.7292,1.8923,0.299199,2.89249
5.62731,-2.15005,2.90968,-0.83135
5.07493,4.67429,0.0186637,-2.4213
5.06541,-0.227532,1.79639,1.9274
4.74276,4.32219,0.02654,1.91617
4.33993,3.6285,0.0530997,2.68136
4.29804,-4.90012,3.1267,1.02281
4.07271,1.25505,0.555392,2.28163
3.61064,-4.90852,3.12683,-2.25259
3.52029,0.76704,0.869505,-0.426009
3.21653,-2.91374,3.03315,0.936791
3.00885,2.34209,0.191664,2.06102
