pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
1.36671,-1,0.000875364,0.000529125,-0.0431607,1.1509,-2.28293,0
2.01221,1,0.000349739,0.000698791,0.0255774,-1.83227,2.27261,0
