pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
37.8384,1.03277,-2.37962,1,0.000700143,0.000623421,0.0956224,-27.3751,-26.1218,46.405
25.4241,-1.28372,0.0836704,1,0.000704042,0.000631243,0.0956329,25.3351,2.12476,-42.3696
51.2648,1.6956,0.637463,-1,0.000641722,0.000698515,0.0958331,41.1968,30.5107,134.991
