energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
151.803,0.852598,1.09706,-0.699115,-0.484048,0.910135,undefined,0.0181159,0.0436403,152.577,0
69.685,-0.988679,-0.922012,1.79141,1.09367,-2.39107,undefined,0.0162901,0.0720977,67.7163,0
48.4953,1.34639,0.0945951,-2.13867,-1.24076,0.070143,undefined,0.0112026,0.0500103,46.7162,0
17.1342,1.33048,0.140637,-2.24806,-1.29078,0.105312,undefined,0.00640208,0.0844494,16.1405,0
14.9595,1.32271,0.270361,-2.40297,-1.34064,0.201622,undefined,0.0177436,0.0714935,14.1295,0
6.68535,0.971381,0.950425,-0.584675,-0.417949,0.774494,undefined,0.0168586,0.0798908,6.51739,0
11.1864,-1.06004,-0.794269,2.13664,1.25588,-2.49855,undefined,0.020588,0.118896,10.5168,0
6.76093,-0.973701,-0.939796,1.56557,0.988076,-2.37391,undefined,0.0142687,0.0743953,6.67534,0
4.01575,0.764857,1.11,-0.860863,-0.60166,0.96745,undefined,0.0123401,0.127096,3.99993,0
3.63617,0.816239,1.07335,-0.770751,-0.544304,0.920635,undefined,0.00838611,0.0775176,3.60084,0
5.63294,-0.889935,-0.991449,2.344,1.33055,-2.30229,undefined,0.0192427,0.0605523,5.4198,0
1.53564,0.343311,1.31386,-0.819087,-0.571541,1.31521,undefined,0.00699393,0.00255777,1.55014,0
