et,eta,theta,phi
344.005,-1.01453,2.44593,-0.141921
326.637,1.01413,0.695919,2.94817
44.708,-1.12479,2.51364,1.54766
35.9779,1.0317,0.684729,-2.20623
34.8007,-3.09371,3.05099,-2.80945
35.5719,-0.390815,1.95203,-1.17755
30.7283,-3.32295,3.06953,-1.54499
28.7748,-1.33502,2.62696,-2.80894
26.5311,3.49414,0.0607311,-2.18441
28.6583,0.195656,1.37638,-0.0689276
25.4428,1.88342,0.301825,2.0796
24.0733,4.12782,0.0322331,2.62017
22.8412,1.10818,0.637785,-0.441129
24.3295,-0.0354856,1.60627,-2.6537
22.3402,1.33419,0.515049,1.09194
21.4953,2.92188,0.107561,-0.693278
21.0079,4.21241,0.0296191,-0.209426
20.9017,3.13794,0.0866901,0.574501
22.2969,0.0517547,1.51906,1.19743
20.6604,-0.737425,2.24925,2.57299
19.2279,2.37858,0.184837,-3.08225
18.2006,-3.25773,3.06468,1.97889
17.5276,-4.20941,3.11188,-0.74884
17.3589,2.9492,0.104668,2.02021
15.4928,-4.26792,3.11357,-2.52387
15.3461,-1.50882,2.70626,-1.68037
14.8439,-2.55778,2.98695,0.402614
13.6301,-4.75743,3.12442,0.768006
13.3774,-2.32171,2.94601,1.35792
13.322,-3.55512,3.08445,0.824043
11.507,-2.01975,2.87776,2.49929
11.1038,4.16235,0.0311393,0.911151
11.0073,2.09019,0.246079,-2.11321
10.9381,4.40621,0.0244015,-2.46236
10.9064,-2.97568,3.03966,-0.54621
9.66439,2.07952,0.24869,0.28408
9.08578,-4.39534,3.11692,1.83327
9.17726,-1.22399,2.56961,0.737624
8.55174,0.46414,1.12248,-1.45395
7.9164,3.22846,0.0791955,-1.36587
7.54878,-4.38291,3.11662,2.81561
7.20752,3.15297,0.0853985,3.03501
7.17583,0.957818,0.732803,0.42935
6.09609,-1.96045,2.86184,-0.506036
5.97008,4.32463,0.0264754,-1.49182
5.83658,-4.68199,3.12307,-1.71365
5.70038,1.65876,0.376246,-1.18685
5.64285,0.837319,0.817035,1.93785
5.07243,4.98169,0.0137246,-0.796616
5.10052,-0.501728,2.05271,-1.93366
4.73045,-2.17227,2.91473,-2.6389
4.67384,-3.78636,3.09624,0.0833369
4.47387,-2.34874,2.95119,-1.52734
4.10886,4.77222,0.0169227,1.51711
4.08881,3.70688,0.0490982,1.57035
3.37258,5.02524,0.0131399,2.67291
3.01071,-4.72582,3.12387,-0.10382
