energy,pos_x,pos_y,pos_z,eta,phi,algo,etaWidth,phiWidth,rawEnergy,preshowerEnergy
20.4625,-1.25004,0.580917,0.519302,0.368349,2.70657,undefined,0.0104766,0.00971395,20.3478,0
17.0548,-0.636663,-1.20555,-2.25038,-1.27552,-2.05668,undefined,0.0169043,0.0147952,16.4454,0
8.24099,-1.21108,0.611313,-0.950117,-0.652956,2.67414,undefined,0.0118798,0.0757736,7.95336,0
4.88888,-1.12612,0.768781,-1.05342,-0.711108,2.54259,undefined,0.0159597,0.038248,4.90537,0
5.6013,-1.30626,0.298675,-1.80038,-1.10475,2.91681,undefined,0.0169371,0.0584048,5.44233,0
3.18071,-1.03017,-0.884041,-1.02539,-0.697426,-2.43239,undefined,0.00631684,0.00798962,3.21141,0
3.0185,1.32939,0.26572,-1.07325,-0.72615,0.197282,undefined,0.00958507,0.0441145,3.01076,0
2.91437,-0.953311,-0.95068,1.67739,1.04503,-2.35758,undefined,0.00593916,0.00717412,2.91547,0
2.88063,1.12645,-0.750198,-1.67132,-1.03813,-0.587529,undefined,0.00985183,0.009074,2.88811,0
1.41348,0.137808,1.35044,0.204338,0.149968,1.4691,undefined,0.0100979,0.00693023,1.41934,0
1.39265,-1.19324,-0.65117,-0.286635,-0.209329,-2.64205,undefined,0.0081259,0.00608737,1.40408,0
