pos_x,pos_y,pos_z
-0.0168551,0.0397248,-0.251986
-0.0586296,0.117257,-0.660315
-0.109193,0.189462,-1.06759
-0.168278,0.255231,-1.47394
-0.23553,0.31339,-1.87951
-0.3105,0.362677,-2.28446
-0.392625,0.401698,-2.689
-0.481193,0.428869,-3.09336
-0.575331,0.442217,-3.49783
-0.673867,0.439244,-3.90278
-0.774987,0.417011,-4.30875
-0.862516,0.396345,-4.71683
-0.930794,0.394197,-5.12672
-0.988851,0.403932,-5.5374
-1.04191,0.421609,-5.94832
-1.09276,0.445488,-6.35914
-1.14206,0.477669,-6.76961
-1.19228,0.51546,-7.1795
-1.24483,0.557436,-7.58869
-1.30049,0.60345,-7.99708
-1.36126,0.646061,-8.40487
-0.0421379,0.00411473,-0.0197034
-0.309836,0.0304209,-0.0197738
-0.576071,0.0646629,-0.02026
-0.840862,0.106728,-0.0210835
-1.10424,0.156411,-0.0221092
-1.36626,0.213347,-0.0231122
-1.62703,0.276927,-0.0237252
-1.88669,0.34613,-0.0233499
-2.14555,0.419195,-0.0210075
-2.4041,0.493021,-0.0150743
-2.66326,0.562006,-0.00279903
-2.92438,0.618774,0.0163986
-3.18669,0.66841,0.0386709
-3.44961,0.714409,0.0623496
-3.71325,0.756447,0.0865009
-3.97723,0.796657,0.110597
-4.24155,0.835175,0.134345
-4.50602,0.872993,0.157587
-4.77045,0.911201,0.180216
-5.03517,0.947988,0.202119
-5.29975,0.985727,0.223385
