detid,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
604050048,-0.793396,0.629918,-5.78227,-0.944235,0.369093,-5.78236,-2.42363,1.04693,-5.78269,-2.11875,1.57411,-5.78251,-0.793352,0.629943,-5.92927,-0.944191,0.369119,-5.92936,-2.42359,1.04695,-5.92969,-2.11871,1.57414,-5.92951
604050560,-0.793396,0.629918,-5.78227,-0.944235,0.369093,-5.78236,-2.42363,1.04693,-5.78269,-2.11875,1.57411,-5.78251,-0.793352,0.629943,-5.92927,-0.944191,0.369119,-5.92936,-2.42359,1.04695,-5.92969,-2.11871,1.57414,-5.92951
604054080,-0.93561,1.11188,-8.06717,-1.36458,0.498986,-8.06674,-3.26523,1.35153,-8.06797,-2.3874,2.60574,-8.06885,-0.935565,1.11172,-8.24764,-1.36454,0.498828,-8.24721,-3.26519,1.35137,-8.24843,-2.38735,2.60558,-8.24932
604054088,-1.26029,0.724605,-8.31469,-1.45398,0.00201347,-8.31387,-3.53155,0.153672,-8.31502,-3.1352,1.63237,-8.31669,-1.26021,0.724379,-8.49516,-1.4539,0.00178696,-8.49434,-3.53147,0.153446,-8.49549,-3.13511,1.63215,-8.49716
604050048,-0.793396,0.629918,-5.78227,-0.944235,0.369093,-5.78236,-2.42363,1.04693,-5.78269,-2.11875,1.57411,-5.78251,-0.793352,0.629943,-5.92927,-0.944191,0.369119,-5.92936,-2.42359,1.04695,-5.92969,-2.11871,1.57414,-5.92951
604050560,-0.793396,0.629918,-5.78227,-0.944235,0.369093,-5.78236,-2.42363,1.04693,-5.78269,-2.11875,1.57411,-5.78251,-0.793352,0.629943,-5.92927,-0.944191,0.369119,-5.92936,-2.42359,1.04695,-5.92969,-2.11871,1.57414,-5.92951
604054080,-0.93561,1.11188,-8.06717,-1.36458,0.498986,-8.06674,-3.26523,1.35153,-8.06797,-2.3874,2.60574,-8.06885,-0.935565,1.11172,-8.24764,-1.36454,0.498828,-8.24721,-3.26519,1.35137,-8.24843,-2.38735,2.60558,-8.24932
604054088,-1.26029,0.724605,-8.31469,-1.45398,0.00201347,-8.31387,-3.53155,0.153672,-8.31502,-3.1352,1.63237,-8.31669,-1.26021,0.724379,-8.49516,-1.4539,0.00178696,-8.49434,-3.53147,0.153446,-8.49549,-3.13511,1.63215,-8.49716
604050048,-0.793396,0.629918,-5.78227,-0.944235,0.369093,-5.78236,-2.42363,1.04693,-5.78269,-2.11875,1.57411,-5.78251,-0.793352,0.629943,-5.92927,-0.944191,0.369119,-5.92936,-2.42359,1.04695,-5.92969,-2.11871,1.57414,-5.92951
604050560,-0.793396,0.629918,-5.78227,-0.944235,0.369093,-5.78236,-2.42363,1.04693,-5.78269,-2.11875,1.57411,-5.78251,-0.793352,0.629943,-5.92927,-0.944191,0.369119,-5.92936,-2.42359,1.04695,-5.92969,-2.11871,1.57414,-5.92951
604054080,-0.93561,1.11188,-8.06717,-1.36458,0.498986,-8.06674,-3.26523,1.35153,-8.06797,-2.3874,2.60574,-8.06885,-0.935565,1.11172,-8.24764,-1.36454,0.498828,-8.24721,-3.26519,1.35137,-8.24843,-2.38735,2.60558,-8.24932
604054088,-1.26029,0.724605,-8.31469,-1.45398,0.00201347,-8.31387,-3.53155,0.153672,-8.31502,-3.1352,1.63237,-8.31669,-1.26021,0.724379,-8.49516,-1.4539,0.00178696,-8.49434,-3.53147,0.153446,-8.49549,-3.13511,1.63215,-8.49716
576290816,-3.22698,2.6656,1.24906,-3.22785,2.66515,-1.26194,-4.32257,0.779949,-1.26122,-4.32171,0.780403,1.24978,-3.54003,2.84739,1.24913,-3.5409,2.84693,-1.26187,-4.63562,0.961733,-1.26115,-4.63475,0.962187,1.24985
580747264,-4.94904,1.54878,1.2488,-4.95044,1.55041,-1.2622,-4.95479,-1.11759,-1.26393,-4.9534,-1.11922,1.24707,-5.31104,1.54937,1.249,-5.31244,1.551,-1.262,-5.31679,-1.117,-1.26373,-5.3154,-1.11863,1.24727
584679424,-4.52868,4.18108,1.26049,-4.5286,4.18143,-1.25051,-6.11546,1.44969,-1.25094,-6.11555,1.44934,1.26006,-4.81144,4.34533,1.2605,-4.81135,4.34568,-1.2505,-6.39822,1.61394,-1.25093,-6.3983,1.61359,1.26007
588873728,-5.52901,4.49976,1.2481,-5.52907,4.4984,-1.2629,-7.61676,0.896249,-1.26089,-7.61669,0.897613,1.25011,-5.81107,4.66323,1.24802,-5.81113,4.66187,-1.26298,-7.89881,1.05972,-1.26097,-7.89875,1.06108,1.25003
576290816,-3.22698,2.6656,1.24906,-3.22785,2.66515,-1.26194,-4.32257,0.779949,-1.26122,-4.32171,0.780403,1.24978,-3.54003,2.84739,1.24913,-3.5409,2.84693,-1.26187,-4.63562,0.961733,-1.26115,-4.63475,0.962187,1.24985
580747264,-4.94904,1.54878,1.2488,-4.95044,1.55041,-1.2622,-4.95479,-1.11759,-1.26393,-4.9534,-1.11922,1.24707,-5.31104,1.54937,1.249,-5.31244,1.551,-1.262,-5.31679,-1.117,-1.26373,-5.3154,-1.11863,1.24727
584679424,-4.52868,4.18108,1.26049,-4.5286,4.18143,-1.25051,-6.11546,1.44969,-1.25094,-6.11555,1.44934,1.26006,-4.81144,4.34533,1.2605,-4.81135,4.34568,-1.2505,-6.39822,1.61394,-1.25093,-6.3983,1.61359,1.26007
588873728,-5.52901,4.49976,1.2481,-5.52907,4.4984,-1.2629,-7.61676,0.896249,-1.26089,-7.61669,0.897613,1.25011,-5.81107,4.66323,1.24802,-5.81113,4.66187,-1.26298,-7.89881,1.05972,-1.26097,-7.89875,1.06108,1.25003
576290816,-3.22698,2.6656,1.24906,-3.22785,2.66515,-1.26194,-4.32257,0.779949,-1.26122,-4.32171,0.780403,1.24978,-3.54003,2.84739,1.24913,-3.5409,2.84693,-1.26187,-4.63562,0.961733,-1.26115,-4.63475,0.962187,1.24985
580747264,-4.94904,1.54878,1.2488,-4.95044,1.55041,-1.2622,-4.95479,-1.11759,-1.26393,-4.9534,-1.11922,1.24707,-5.31104,1.54937,1.249,-5.31244,1.551,-1.262,-5.31679,-1.117,-1.26373,-5.3154,-1.11863,1.24727
584679424,-4.52868,4.18108,1.26049,-4.5286,4.18143,-1.25051,-6.11546,1.44969,-1.25094,-6.11555,1.44934,1.26006,-4.81144,4.34533,1.2605,-4.81135,4.34568,-1.2505,-6.39822,1.61394,-1.25093,-6.3983,1.61359,1.26007
588873728,-5.52901,4.49976,1.2481,-5.52907,4.4984,-1.2629,-7.61676,0.896249,-1.26089,-7.61669,0.897613,1.25011,-5.81107,4.66323,1.24802,-5.81113,4.66187,-1.26298,-7.89881,1.05972,-1.26097,-7.89875,1.06108,1.25003
604018248,0.111977,2.77189,7.02828,0.852943,2.64191,7.02773,1.34016,4.47935,7.03615,0.279236,4.66545,7.03693,0.111966,2.77106,7.20874,0.852933,2.64109,7.20819,1.34015,4.47852,7.21661,0.279225,4.66462,7.2174
604025928,1.06877,3.43513,9.30692,0.172229,3.59323,9.3044,0.455695,6.9754,9.30992,1.95929,6.71023,9.31415,1.06932,3.43538,9.12645,0.172779,3.59348,9.12394,0.456245,6.97564,9.12946,1.95984,6.71048,9.13368
604030024,1.0714,3.43999,10.2152,0.174969,3.59869,10.2195,0.460703,6.98067,10.2217,1.96411,6.71451,10.2146,1.07058,3.44018,10.0348,0.174148,3.59888,10.039,0.459882,6.98085,10.0413,1.96329,6.7147,10.0341
