pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
2.62216,-1,0.000720666,0.000624307,-0.00262447,2.93341,-2.4184,0
24.6932,1,0.000721828,0.000625677,-0.051,2.85034,0.048496,0
36.6971,1,0.000722134,0.000625352,-0.0076596,1.46644,1.61344,0
