et,eta,theta,phi
31.1247,1.52225,0.429706,-0.766781
28.1854,-1.27634,2.59732,-0.613146
23.7865,3.23985,0.0782991,0.671014
23.0938,0.626268,0.981859,-1.56778
23.6459,-0.00544939,1.57625,-0.17864
19.5905,2.05452,0.25492,-3.06797
19.1865,-1.51106,2.7072,2.45346
17.8581,-3.24906,3.06401,2.56477
17.0496,-3.34716,3.07125,-2.22769
17.4487,1.16207,0.606387,1.2532
16.6963,0.693673,0.926875,-2.60384
15.6104,0.0526142,1.51821,1.88296
14.2081,1.58171,0.405593,2.12808
13.7387,-0.92637,2.38751,-2.32811
12.5847,3.08064,0.0917951,-0.352165
12.094,-2.06154,2.88844,1.76521
12.9375,-0.615863,2.15106,0.962677
10.973,4.34813,0.0258605,2.01035
10.2937,-2.78547,3.01835,0.808067
10.2154,-4.48702,3.11909,2.0175
10.1125,1.88164,0.302354,-1.93143
9.85621,-2.47833,2.97422,-0.194233
9.59831,3.07108,0.0926753,1.6263
9.39373,-2.20103,2.92111,3.12564
8.93763,3.39957,0.0667501,-1.61734
8.43248,-4.41528,3.11741,-0.997103
8.30568,1.06544,0.663671,0.319778
7.6359,-3.07696,3.04946,1.61108
8.04739,-0.562367,2.10567,-1.39912
7.38813,3.50043,0.0603504,2.77638
7.38349,-3.1417,3.05523,-1.35074
7.12155,4.47868,0.0226958,0.467177
6.74086,4.26535,0.0280922,-2.08941
7.09574,-0.339386,1.90385,2.91042
6.58215,4.16228,0.0311415,-0.558821
6.07837,-4.42885,3.11774,0.675837
5.97992,-3.61101,3.08756,-0.132104
5.22725,-2.08045,2.89313,-1.35187
5.18224,-1.43045,2.67201,0.307705
5.03496,-2.20085,2.92107,-2.09346
5.02761,-0.808099,2.30304,1.96055
4.8172,-4.07552,3.10763,-3.0554
3.48579,2.34437,0.191231,-0.810427
3.63261,0.582928,1.01833,-0.657098
3.17022,-4.95221,3.12746,-1.75976
