isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000764148,0.000587058,-0.0381979,1.67673e-05,2.16112e-05,2.57403e-05,88.0645,122.497
1,0,0.000793059,0.00063614,-0.0452245,3.05039e-05,3.21286e-05,3.62212e-05,51.5767,55.6072
1,0,0.000703516,0.000592092,-0.0647763,4.15758e-05,4.59402e-05,6.22049e-05,10.8478,20.2189
1,0,0.000707986,0.000567079,0.0213814,4.46491e-05,4.35429e-05,6.35572e-05,10.4016,19.3038
1,0,0.0008741,0.000672382,0.0276285,6.18982e-05,5.33225e-05,0.00010037,3.77436,8.74376
1,0,0.000721736,0.000703433,0.0323469,5.12849e-05,5.31615e-05,6.73398e-05,33.5162,36.9792
1,0,0.000744494,0.000565745,0.050721,5.12681e-05,5.80536e-05,6.46351e-05,23.7372,36.7797
1,0,0.000701122,0.000554265,0.000623642,5.39995e-05,6.77615e-05,5.70195e-05,14.7885,20.5087
1,0,0.000720425,0.000667846,0.0482193,5.99385e-05,5.31354e-05,5.72402e-05,10.0617,16.0054
1,0,0.000794177,0.000704585,-0.00264592,6.23042e-05,7.37575e-05,6.74162e-05,14.1754,24.2618
1,0,0.000745433,0.000561891,-0.00843781,8.12024e-05,7.75112e-05,7.91657e-05,16.2773,18.0862
1,0,0.000871346,0.000533488,0.0072971,0.000129791,0.000166741,0.000132608,3.30938,6.7803
