pos_x,pos_y,pos_z
0.0110822,-0.0489063,0.00907953
0.10658,-0.417678,0.0229273
0.225944,-0.758648,0.0361467
0.366196,-1.07528,0.0489036
0.525384,-1.36985,0.0613136
0.702605,-1.64339,0.0734508
0.897953,-1.89581,0.0853563
1.11263,-2.12571,0.0970421
1.34876,-2.33057,0.108491
1.6098,-2.50642,0.11964
1.90032,-2.6479,0.130325
2.20829,-2.76907,0.140188
2.51503,-2.89173,0.149397
2.81783,-3.01898,0.158251
3.11263,-3.15558,0.166809
3.40618,-3.29365,0.175284
3.69254,-3.44009,0.184097
3.97159,-3.59502,0.193371
4.24738,-3.75375,0.202821
4.5093,-3.92861,0.212983
4.75795,-4.11892,0.22386
0.0322469,0.0276138,0.0133545
0.237397,0.197218,-0.0416601
0.446923,0.359399,-0.0966163
0.660869,0.514049,-0.151588
0.879297,0.661032,-0.206658
1.10227,0.800194,-0.261917
1.32988,0.93135,-0.31747
1.56222,1.0543,-0.373441
1.79933,1.16888,-0.429974
2.04118,1.27509,-0.487246
2.28743,1.37342,-0.545463
2.53015,1.47815,-0.602785
2.76608,1.5953,-0.65794
2.99848,1.71904,-0.711699
3.22727,1.84929,-0.764557
3.45352,1.98409,-0.816859
3.67755,2.12277,-0.868914
3.90083,2.26281,-0.920762
4.12351,2.40392,-0.972513
4.34474,2.54746,-1.02431
4.56586,2.69119,-1.07611
