et,eta,theta,phi
98.8431,-0.0432881,1.61407,0.654917
82.6852,0.848012,0.809267,-2.61547
53.8011,0.232817,1.34005,-1.09629
33.9922,-1.1789,2.54473,0.0355321
28.9179,-2.47336,2.97339,2.92244
28.5852,-3.71395,3.09284,0.55206
28.1333,-2.13702,2.90667,0.999234
27.7131,1.83007,0.318096,2.20795
29.797,-0.424728,1.9833,2.69535
26.3566,-0.778816,2.28105,-2.2671
24.292,2.94259,0.105361,-1.98152
23.5115,-2.98554,3.04065,-1.49302
23.4977,2.80547,0.12081,2.98309
22.9297,1.85301,0.310998,-0.170921
22.5097,3.27429,0.0756515,-0.194238
22.5387,2.68186,0.136658,0.959115
23.0902,-0.732116,2.24511,1.63221
20.8576,0.860021,0.800611,1.42929
18.1528,-4.28092,3.11393,-2.59873
17.8716,-3.32283,3.06952,-0.519309
16.0954,3.87856,0.0413552,-2.58035
15.882,4.42226,0.0240129,2.62242
15.8102,1.53274,0.425353,-1.68487
15.4232,-2.19722,2.92028,-0.288109
15.1344,-4.3153,3.11487,-0.862757
14.1219,-3.46824,3.07927,2.65636
15.2006,-0.643496,2.17399,-0.66959
13.7287,-2.15885,2.91169,1.98294
13.1063,4.45418,0.0232586,-1.22358
13.033,4.09938,0.033163,1.46653
12.2596,1.84613,0.31311,-2.92851
11.9941,-4.464,3.11856,1.48157
11.5824,-3.23093,3.06259,1.54236
9.49198,-1.91057,2.84773,-2.45983
9.76486,0.79332,0.849597,2.59009
9.25657,3.00206,0.0992873,1.95585
9.73735,0.617365,0.989281,-0.012355
8.73274,4.20847,0.029736,0.0529354
8.24844,-1.7655,2.80267,-1.3289
8.01331,-4.72511,3.12385,2.53627
7.9203,2.94282,0.105336,-1.16818
7.23657,0.175278,1.39641,-1.92696
6.63707,-1.39008,2.65341,2.58382
6.06678,0.00397319,1.56682,-2.77215
5.68374,4.80347,0.0164021,-2.25287
5.65894,-4.99734,3.12808,0.748421
5.65574,1.29803,0.533139,-0.832172
5.26245,-3.21395,3.06124,-2.4482
5.01247,-3.93,3.10231,-1.7373
4.66907,4.89102,0.0150273,0.875939
4.64626,-2.92681,3.03456,0.54036
4.70775,1.31024,0.526965,0.702216
4.26029,-4.5882,3.12125,-0.0521405
3.67896,0.127017,1.44412,1.82981
3.37542,-1.26799,2.59299,0.889688
3.0081,3.79136,0.0451222,-1.36333
