pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
5.10175,-1,0.000778188,0.000615,0.0072471,-1.37132,0.0362188,0
12.1125,1,0.00072155,0.000592607,0.0219217,0.710575,-0.204897,0
