et,eta,theta,phi
56.6507,-0.698162,2.2183,-0.315017
44.0386,-1.50331,2.70393,-1.63705
45.4153,0.527104,1.06653,-2.1857
45.7519,-0.638294,2.1697,1.74166
43.554,-0.819761,2.31168,-3.1406
39.5655,-2.9603,3.03808,1.82507
39.0499,-2.928,3.03469,3.13478
34.1506,-1.73669,2.79296,1.3493
32.5058,1.80711,0.325354,1.84799
33.1253,0.897092,0.774345,-0.538088
33.2241,0.462973,1.12353,3.02036
29.8952,2.95256,0.104317,0.0960417
29.3442,1.57882,0.406735,-3.0777
28.5605,-2.69476,3.00668,0.440446
28.0079,3.79481,0.0449667,1.40646
27.9776,2.77584,0.124434,-1.26481
26.2433,-3.14517,3.05553,-0.828201
26.5716,-1.71097,2.78407,-0.386236
26.0513,2.47272,0.168312,-2.41631
25.8618,2.04278,0.257895,-0.5367
27.5017,0.827711,0.824063,0.577871
25.569,-2.90489,3.03219,-1.75235
27.2823,0.619624,0.987395,1.83251
24.2225,1.4805,0.447429,-1.41688
22.7126,-3.98644,3.10447,1.0104
21.0702,3.10777,0.0893413,2.85301
21.0425,-3.93929,3.10267,2.59871
20.4258,2.58909,0.149896,1.11694
19.6569,-4.00313,3.10508,0.00503548
18.5623,-4.16237,3.11045,-1.2252
18.1288,4.17342,0.0307967,-1.74725
18.8555,-0.00981259,1.58061,-1.28214
17.976,-0.620981,2.15533,-2.27143
15.9612,4.28454,0.0275581,2.26416
15.0148,4.2372,0.0288939,-2.89124
14.2829,3.84829,0.0426258,-0.78626
14.0224,4.17934,0.0306148,0.275801
13.4839,-1.24507,2.58091,0.404406
13.0948,-1.81721,2.81945,3.05911
11.237,2.1911,0.222664,2.5082
10.1116,1.76783,0.338145,0.646178
9.92747,-3.80558,3.09711,-2.34821
9.20402,-1.89402,2.8429,2.19387
7.70734,-4.68205,3.12307,1.76826
7.68073,-0.082157,1.65286,0.216523
7.11893,4.81051,0.0162871,1.32958
6.60457,-4.94705,3.12738,0.51149
7.07816,-0.205976,1.77533,0.936673
6.31182,-4.91092,3.12686,3.01334
6.00905,4.96158,0.0140034,-1.22179
5.27915,-0.837131,2.32442,-1.08728
5.17275,-5.00642,3.1282,-1.27085
4.72809,4.99165,0.0135887,-2.6321
4.46944,1.34231,0.51106,-2.23827
4.39242,-1.77388,2.80545,-2.40693
3.95902,1.15658,0.609523,1.21031
3.79005,2.83501,0.117301,1.99949
3.53406,-4.70741,3.12354,-2.20715
3.33812,-0.152689,1.7229,2.54783
