et,eta,theta,phi
129.198,-0.19818,1.76769,2.79552
125.207,-1.28311,2.60082,-0.148012
49.3802,1.29649,0.533923,-0.00389644
48.7329,-0.38615,1.94769,-0.9908
42.7822,1.7588,0.341154,-2.9868
44.2587,0.440151,1.14421,0.906442
41.4176,-0.892455,2.364,-2.43912
32.932,1.61535,0.392522,-1.70529
33.983,0.891114,0.778534,2.60533
31.974,2.71033,0.132834,-0.223026
31.7289,-1.83769,2.82587,2.07154
29.5201,2.94385,0.105228,-1.56171
27.0955,3.01608,0.0979077,-2.93218
26.4058,-3.30167,3.06798,0.551908
26.3361,3.17966,0.083152,2.01716
25.3828,-2.15473,2.91075,0.392664
25.0255,4.28673,0.0274979,1.60461
23.2641,3.98373,0.0372279,-1.41957
23.721,0.703202,0.919275,-1.10832
21.878,-1.81094,2.81746,-1.11008
19.0806,-3.14576,3.05558,-1.35788
20.0246,-0.72122,2.23657,1.70188
18.6285,-1.95069,2.85913,3.13406
17.1383,-2.91932,3.03376,1.85825
17.8244,0.657358,0.956232,-2.22089
16.2596,3.93499,0.039087,-0.250138
15.9143,-4.13759,3.10967,1.8047
15.3399,1.51096,0.434433,1.17916
14.5753,-3.40341,3.0751,-0.302256
15.645,-0.0528528,1.62362,0.0536149
13.7736,-2.54299,2.98465,-2.12673
12.5303,-3.55426,3.0844,-2.52971
12.1665,-4.209,3.11187,2.83892
12.0592,2.87502,0.112711,1.10477
11.7175,3.97544,0.0375379,2.80737
10.4064,-4.63781,3.12224,-1.83204
10.154,3.85914,0.0421659,-2.46
8.51453,1.80303,0.326662,2.14623
8.34502,-1.42337,2.6688,0.980552
7.43778,-2.93597,3.03553,3.00903
6.78312,-4.41476,3.1174,0.0170469
6.93147,-0.14747,1.71773,-1.81698
6.6057,2.07424,0.249994,-0.836749
6.45643,0.432003,1.15164,1.81063
6.00178,4.84784,0.0156903,-1.90164
5.80595,4.9321,0.0144224,2.5995
5.7557,-1.00499,2.43979,2.90345
5.63388,2.23234,0.213737,0.580835
5.60698,4.66023,0.018928,0.541498
4.36227,-4.21903,3.11217,-0.944506
3.81484,-4.95696,3.12752,-2.91683
3.54349,0.492853,1.09676,-2.94563
3.29469,4.78003,0.0167912,-0.662906
3.00258,-4.90336,3.12675,2.17396
