pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
9.33057,-1,0.000735056,0.000655546,0.0270254,2.7853,-0.136082,0
16.94,1,0.000717776,0.00060975,0.0270382,2.80911,-0.238034,0
