pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
7.98122,-1,0.000709372,0.000597712,-0.00197494,2.74886,-0.146373,0
17.7221,1,0.000715781,0.000629417,0.0434194,2.80442,-0.245671,0
