isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000691006,0.000603137,0.0270059,9.36099e-06,6.40765e-06,8.31356e-06,167.844,200.126
1,0,0.000706229,0.000558847,-0.00174355,2.38961e-05,1.92493e-05,2.61533e-05,50.4585,71.8366
1,0,0.000731687,0.000581214,0.010309,3.0449e-05,2.85937e-05,4.14512e-05,43.6148,60.5691
1,0,0.000727197,0.000600235,-0.0107612,2.78184e-05,3.08125e-05,4.87657e-05,19.8676,31.9096
1,0,0.000663278,0.000519065,0.0523424,4.88461e-05,3.70461e-05,5.01536e-05,39.0939,35.108
1,0,0.000701222,0.000606148,0.0254918,2.84827e-05,3.81296e-05,3.84989e-05,17.4626,32.0135
1,0,0.000667011,0.000544742,-0.0509953,4.15735e-05,4.40073e-05,6.54385e-05,23.1985,35.1079
1,0,0.000730074,0.000550751,-0.0299489,4.0209e-05,4.35028e-05,6.80118e-05,22.4242,21.6041
1,0,0.000696319,0.00064435,-0.0363528,5.15996e-05,4.76381e-05,5.86183e-05,21.4603,23.2028
1,0,0.000664738,0.00059825,-0.0423046,4.32169e-05,5.52343e-05,5.6978e-05,34.0595,45.0019
1,0,0.000680597,0.000757726,0.018461,4.65412e-05,6.83027e-05,7.34797e-05,29.9395,24.2155
1,0,0.000633538,0.000630201,-0.058618,6.58178e-05,4.44228e-05,5.30999e-05,15.2205,20.2115
1,0,0.000736116,0.000648051,0.00938487,7.0178e-05,5.72037e-05,7.87848e-05,18.5534,19.6198
1,0,0.000631035,0.000701848,-0.00550176,9.01869e-05,6.00188e-05,8.97509e-05,14.4291,17.7029
1,0,0.000850904,0.000592492,0.00024343,0.000123076,9.78429e-05,0.000138348,16.1221,20.1061
1,0,0.000797782,0.000669356,0.0898413,0.000164694,9.13236e-05,0.000235306,5.01909,4.68345
1,0,0.000702328,0.000413814,0.0747523,0.00014163,0.000105658,0.000118227,13.2398,6.99221
1,0,0.000986141,0.000486686,-0.0172151,0.000132032,0.000192063,0.000162641,3.83173,8.73698
