et,eta,theta,phi
65.1773,2.43323,0.175058,-0.133056
59.3277,-0.419915,1.97889,2.87014
28.7857,1.12783,0.626177,2.7426
20.2228,-1.79479,2.81228,-1.47476
21.2182,-0.537152,2.08384,-0.769723
17.417,3.199,0.0815606,2.50048
17.0097,-4.04896,3.10672,2.17429
16.5443,2.17353,0.226576,2.43822
17.5323,0.499947,1.09046,-0.824226
15.2818,1.98883,0.272022,1.23805
14.775,-2.05403,2.88655,2.55397
15.5559,0.549963,1.04663,1.39293
14.396,3.18195,0.0829618,1.1209
13.4225,-2.10113,2.89816,-0.182973
11.6445,1.14092,0.618542,-1.52147
11.3445,0.0562024,1.51462,-2.81609
10.2406,-2.82604,3.02324,-2.43072
9.97444,-3.30758,3.06842,0.562015
9.0934,-3.27628,3.06609,-0.905697
9.07287,3.58245,0.0556009,-1.71105
8.94681,3.84519,0.0427581,-0.601492
8.05477,4.67498,0.0186509,-2.97848
8.59981,-0.555913,2.10011,-1.92472
7.89929,3.44371,0.0638703,-2.77219
7.86606,1.29535,0.534507,-2.46267
7.40322,-2.18022,2.91651,1.0332
7.27474,4.26786,0.0280215,0.588568
7.735,0.0659481,1.5049,0.199738
6.70626,4.36657,0.0253879,2.17624
6.79959,-1.29039,2.60456,1.8038
6.43752,-3.0089,3.04298,2.11529
6.41153,1.47718,0.448868,-0.267334
6.57845,-0.571727,2.1137,0.958691
6.05378,-3.59674,3.08678,3.04863
5.12036,-4.63658,3.12221,-3.02056
4.88266,-1.31445,2.61674,0.394773
4.58168,-4.73467,3.12402,1.48745
4.57796,2.87137,0.113121,-1.07458
4.37483,-1.73568,2.79262,-2.58406
4.2663,-4.20194,3.11166,-0.204792
4.2003,1.05141,0.672359,0.608059
4.03554,4.62194,0.0196668,-1.43993
3.20096,1.9415,0.285033,-1.11583
