detid,fraction,front_1_x,front_1_y,front_1_z,front_2_x,front_2_y,front_2_z,front_3_x,front_3_y,front_3_z,front_4_x,front_4_y,front_4_z,back_1_x,back_1_y,back_1_z,back_2_x,back_2_y,back_2_z,back_3_x,back_3_y,back_3_z,back_4_x,back_4_y,back_4_z
838969548,1,-1.25802,-0.292564,2.65843,-1.27834,-0.298366,2.64655,-1.27226,-0.31966,2.64655,-1.25204,-0.313504,2.65843,-1.36493,-0.323097,2.85978,-1.38675,-0.329329,2.84702,-1.38014,-0.352491,2.84702,-1.35843,-0.345879,2.85978
838970060,1,-1.25802,-0.292564,2.70935,-1.27843,-0.298391,2.69763,-1.27234,-0.319685,2.69763,-1.25204,-0.313504,2.70935,-1.36343,-0.322667,2.91156,-1.38534,-0.328925,2.89897,-1.37873,-0.352088,2.89897,-1.35692,-0.345449,2.91156
838969036,1,-1.25802,-0.292564,2.60821,-1.27825,-0.29834,2.59617,-1.27217,-0.319635,2.59617,-1.25204,-0.313504,2.60821,-1.36643,-0.323525,2.80869,-1.38816,-0.329729,2.79575,-1.38154,-0.352892,2.79575,-1.35993,-0.346308,2.80869
838968524,1,-1.25802,-0.292564,2.55868,-1.27816,-0.298315,2.54647,-1.27208,-0.319609,2.54647,-1.25204,-0.313504,2.55868,-1.36793,-0.323952,2.75827,-1.38955,-0.330128,2.74516,-1.38294,-0.353291,2.74516,-1.36142,-0.346734,2.75827
838969549,1,-1.25408,-0.31467,2.65843,-1.27429,-0.320828,2.64655,-1.26747,-0.341897,2.64655,-1.24737,-0.335389,2.65843,-1.36045,-0.347097,2.85978,-1.38216,-0.35371,2.84702,-1.37474,-0.376628,2.84702,-1.35315,-0.369638,2.85978
838970061,1,-1.25408,-0.31467,2.70935,-1.27438,-0.320856,2.69763,-1.26756,-0.341925,2.69763,-1.24737,-0.335389,2.70935,-1.35896,-0.346614,2.91156,-1.38076,-0.353258,2.89897,-1.37334,-0.376175,2.89897,-1.35166,-0.369156,2.91156
838969037,1,-1.25408,-0.31467,2.60821,-1.2742,-0.3208,2.59617,-1.26738,-0.341869,2.59617,-1.24737,-0.335389,2.60821,-1.36193,-0.347577,2.80869,-1.38355,-0.35416,2.79575,-1.37613,-0.377077,2.79575,-1.35463,-0.370118,2.80869
838968525,1,-1.25408,-0.31467,2.55868,-1.27411,-0.320771,2.54647,-1.26729,-0.34184,2.54647,-1.24737,-0.335389,2.55868,-1.36341,-0.348055,2.75827,-1.38493,-0.354607,2.74516,-1.37751,-0.377524,2.74516,-1.35611,-0.370597,2.75827
838969550,1,-1.24723,-0.335814,2.65843,-1.26733,-0.342322,2.64655,-1.26051,-0.363391,2.64655,-1.24052,-0.356533,2.65843,-1.35301,-0.370063,2.85978,-1.3746,-0.377053,2.84702,-1.36718,-0.39997,2.84702,-1.34571,-0.392604,2.85978
838970062,1,-1.24723,-0.335814,2.70935,-1.26742,-0.342351,2.69763,-1.2606,-0.36342,2.69763,-1.24052,-0.356533,2.70935,-1.35152,-0.369581,2.91156,-1.3732,-0.376601,2.89897,-1.36578,-0.399518,2.89897,-1.34422,-0.392122,2.91156
838969038,1,-1.24723,-0.335814,2.60821,-1.26724,-0.342294,2.59617,-1.26042,-0.363363,2.59617,-1.24052,-0.356533,2.60821,-1.3545,-0.370543,2.80869,-1.37599,-0.377502,2.79575,-1.36857,-0.40042,2.79575,-1.3472,-0.393085,2.80869
838968526,1,-1.24723,-0.335814,2.55868,-1.26715,-0.342265,2.54647,-1.26033,-0.363334,2.54647,-1.24052,-0.356533,2.55868,-1.35597,-0.371022,2.75827,-1.37737,-0.37795,2.74516,-1.36995,-0.400867,2.74516,-1.34867,-0.393563,2.75827
838969551,1,-1.24252,-0.357769,2.65843,-1.2625,-0.36463,2.64655,-1.25495,-0.385448,2.64655,-1.23509,-0.378241,2.65843,-1.34769,-0.393891,2.85978,-1.36916,-0.401259,2.84702,-1.36094,-0.423903,2.84702,-1.33961,-0.416164,2.85978
838970063,1,-1.24252,-0.35777,2.70935,-1.26259,-0.364661,2.69763,-1.25504,-0.385479,2.69763,-1.23509,-0.378242,2.70935,-1.34622,-0.393357,2.91156,-1.36778,-0.400759,2.89897,-1.35956,-0.423403,2.89897,-1.33814,-0.41563,2.91156
838969039,1,-1.24252,-0.357769,2.60821,-1.26242,-0.364598,2.59617,-1.25486,-0.385416,2.59617,-1.23509,-0.378241,2.60821,-1.34916,-0.394423,2.80869,-1.37053,-0.401757,2.79575,-1.36231,-0.424401,2.79575,-1.34107,-0.416696,2.80869
838968527,1,-1.24252,-0.357769,2.55868,-1.26233,-0.364566,2.54647,-1.25477,-0.385384,2.54647,-1.23509,-0.378241,2.55868,-1.35062,-0.394953,2.75827,-1.37189,-0.402252,2.74516,-1.36368,-0.424896,2.74516,-1.34253,-0.417225,2.75827
838969552,1,-1.23494,-0.378662,2.65843,-1.2548,-0.385868,2.64655,-1.24724,-0.406686,2.64655,-1.22751,-0.399134,2.65843,-1.33946,-0.416584,2.85978,-1.36079,-0.424323,2.84702,-1.35257,-0.446968,2.84702,-1.33138,-0.438857,2.85978
838970064,1,-1.23494,-0.378662,2.70935,-1.25488,-0.385899,2.69763,-1.24733,-0.406717,2.69763,-1.22751,-0.399134,2.70935,-1.33798,-0.41605,2.91156,-1.35941,-0.423823,2.89897,-1.35119,-0.446467,2.89897,-1.3299,-0.438323,2.91156
838969040,1,-1.23494,-0.378662,2.60821,-1.25471,-0.385836,2.59617,-1.24716,-0.406654,2.59617,-1.22751,-0.399134,2.60821,-1.34092,-0.417116,2.80869,-1.36216,-0.424821,2.79575,-1.35394,-0.447465,2.79575,-1.33284,-0.439389,2.80869
838968528,1,-1.23494,-0.378662,2.55868,-1.25462,-0.385804,2.54647,-1.24707,-0.406622,2.54647,-1.22751,-0.399134,2.55868,-1.34238,-0.417646,2.75827,-1.36352,-0.425316,2.74516,-1.35531,-0.447961,2.74516,-1.3343,-0.439918,2.75827
838969553,1,-1.22946,-0.400439,2.65843,-1.24919,-0.407993,2.64655,-1.24092,-0.428535,2.64655,-1.22132,-0.420639,2.65843,-1.33331,-0.440212,2.85978,-1.3545,-0.448325,2.84702,-1.3455,-0.470668,2.84702,-1.32445,-0.462189,2.85978
838970065,1,-1.22946,-0.400439,2.70935,-1.24928,-0.408027,2.69763,-1.241,-0.428569,2.69763,-1.22132,-0.420639,2.70935,-1.33185,-0.439627,2.91156,-1.35314,-0.447776,2.89897,-1.34414,-0.47012,2.89897,-1.323,-0.461603,2.91156
838969041,1,-1.22946,-0.400439,2.60821,-1.24911,-0.407958,2.59617,-1.24083,-0.4285,2.59617,-1.22132,-0.420639,2.60821,-1.33475,-0.440795,2.80869,-1.35586,-0.44887,2.79575,-1.34685,-0.471214,2.79575,-1.3259,-0.462771,2.80869
