pt,charge,pos_x,pos_y,pos_z,phi,eta,calo_energy
12.62,1,0.000713387,0.000557898,-0.00653098,-3.00829,1.50018,0
13.5594,-1,0.000730434,0.000520941,-0.0471826,0.123356,0.0632666,0
