pos_x,pos_y,pos_z
-0.0463958,-0.0152261,0.0745858
-0.270449,-0.0865709,0.554008
-0.496363,-0.151416,1.03337
-0.723739,-0.210091,1.51282
-0.952065,-0.263168,1.99252
-1.18067,-0.311577,2.47265
-1.40864,-0.356793,2.95346
-1.63469,-0.401101,3.43523
-1.85697,-0.448156,3.91837
-2.07269,-0.503873,4.40343
-2.27743,-0.577932,4.89121
-2.47788,-0.659163,5.38006
-2.68371,-0.729133,5.86784
-2.89347,-0.791036,6.35483
-3.10581,-0.848459,6.84119
-3.32009,-0.9027,7.32707
-3.53498,-0.957572,7.8126
-3.75022,-1.01352,8.29784
-3.96648,-1.06764,8.78284
-4.18289,-1.12386,9.26752
-4.39994,-1.17928,9.752
0.0435124,0.00595803,-0.0257354
0.41345,0.0543612,-0.00478102
0.779057,0.114398,0.0159099
1.14044,0.185778,0.0363785
1.49768,0.268273,0.0566771
1.85079,0.361837,0.0768774
2.19968,0.466681,0.0970843
2.54416,0.583295,0.117461
2.88395,0.712363,0.138267
3.21888,0.854273,0.159929
3.55188,1.00108,0.183088
3.8828,1.15312,0.208021
4.21175,1.31026,0.233865
4.53923,1.47126,0.260162
4.86694,1.63157,0.286831
5.19452,1.79219,0.313609
5.52292,1.9506,0.340426
5.85301,2.1045,0.36729
6.18346,2.25745,0.394056
6.51547,2.40625,0.420805
6.84932,2.55012,0.447556
