et,eta,theta,phi
96.9067,0.92088,0.757853,-1.53286
91.4434,0.394926,1.18575,1.28137
41.8433,1.79327,0.329807,-2.14651
26.9404,2.20854,0.218844,2.05467
16.3194,-1.51774,2.71001,-0.88815
16.1169,0.597195,1.00623,-2.72552
12.1204,-1.67221,2.77026,0.41518
9.95617,2.05092,0.255829,-0.751247
9.54451,-0.382797,1.94457,-0.153079
8.01091,3.42283,0.0652168,-1.18217
7.64562,-2.14542,2.90861,1.97071
7.28958,-1.4083,2.66189,-3.00194
6.65007,1.34982,0.507399,0.404506
6.36252,-4.13722,3.10966,-2.94808
5.88921,-2.87769,3.02918,-3.08219
5.94209,1.5457,0.420039,2.98223
5.89488,-0.175271,1.74518,-1.18655
5.87353,0.319773,1.25634,2.38683
5.25647,-3.45338,3.07834,1.92944
5.22158,4.01625,0.0360369,0.199233
5.08189,-4.45825,3.11843,-0.960294
4.93916,-3.6953,3.09192,0.143933
4.89233,4.15246,0.0314488,2.6543
4.56387,-2.57268,2.98923,0.14928
4.43163,3.38258,0.0678934,1.17136
4.30573,1.46061,0.456112,1.57351
3.95978,3.96663,0.0378698,-2.53037
3.94018,-1.35504,2.63672,-1.87024
3.65081,-1.79085,2.811,2.6301
3.54577,-1.63335,2.7559,1.36819
3.60967,-0.659619,2.18721,2.66172
3.42657,-3.44852,3.07803,-1.16549
3.04741,2.75094,0.127562,0.281863
