et,eta,theta,phi
83.1083,0.33231,1.24444,-1.25692
55.5834,-2.50224,2.97815,-0.688209
56.8472,0.745683,0.885934,0.672471
52.8586,-2.14962,2.90958,0.826835
49.1122,-3.01043,3.04313,-2.93396
47.9281,-0.569231,2.11156,2.7818
43.3819,1.54748,0.419315,2.06521
44.731,-0.866324,2.3455,-1.53619
40.1667,2.68833,0.135779,-0.812737
43.842,-0.0307631,1.60155,-0.192338
38.3025,-3.04436,3.04641,-1.65419
36.8275,-1.44716,2.67952,1.66811
36.5612,0.851068,0.807057,-2.47106
32.247,-3.16876,3.05753,1.69038
35.0046,-0.278061,1.84534,1.53525
31.6584,-3.15911,3.05672,0.436785
30.956,-1.81156,2.81766,2.78488
32.6322,0.676033,0.941057,2.628
28.8074,3.27003,0.0759742,0.524527
29.6695,-1.30604,2.61251,-0.356554
28.5784,1.86358,0.307779,0.479093
28.8197,1.31373,0.525217,-0.802885
27.814,-4.20057,3.11162,2.39709
27.5766,-1.8857,2.84045,-1.59419
26.9175,-4.18631,3.11119,-2.44719
26.5151,-1.23963,2.57802,-2.61536
25.9625,1.9395,0.285594,-2.33526
24.795,3.94661,0.0386353,3.11335
23.4033,2.71234,0.132568,2.78916
23.2496,-0.66549,2.19199,0.572523
21.9581,-3.84401,3.09878,-0.681901
21.3886,2.29682,0.200482,1.29508
21.2275,4.34392,0.0259697,1.46853
21.1811,2.98235,0.101261,-1.83684
19.512,1.62788,0.387757,2.97871
18.9881,4.02111,0.0358623,-0.55161
15.781,-4.22929,3.11247,0.41278
15.9173,-0.141229,1.71156,-2.58076
14.8927,3.98887,0.0370372,-1.71531
14.6438,-2.95739,3.03778,2.46701
10.7323,3.04156,0.0954485,1.7801
10.3621,-4.26045,3.11336,1.32808
9.55098,4.40285,0.0244837,0.430288
9.22795,-4.44904,3.11821,-1.44109
7.56928,4.85502,0.015578,2.94898
7.0481,4.86528,0.015419,-0.930756
6.61654,-4.95397,3.12748,2.97667
6.48474,-2.25476,2.93256,-2.46165
6.2522,-4.93037,3.12715,-0.471641
5.80914,0.845898,0.810798,1.46197
4.94745,-2.0787,2.8927,0.00951407
4.73584,-2.26373,2.93441,1.93611
3.98381,0.923072,0.756347,-0.0424962
3.7332,2.15616,0.230512,-0.214579
3.3874,1.82042,0.321126,-1.48033
3.33818,-5.04105,3.12866,1.82631
3.27182,3.19189,0.0821422,-2.52393
3.19419,-5.02575,3.12846,0.724314
