pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
1.80762,1,0.000634781,0.00063335,-0.0219928,1.67536,1.46646,0
0.909021,1,0.000752202,0.000658477,0.000865417,1.92994,1.823,0
1.03299,1,0.000262791,0.000773916,-0.0171954,1.271,2.34894,0
1.04899,1,0.00602599,-9.52798e-05,-0.00654509,1.43332,2.30535,0
3.22485,1,-0.102552,-0.111475,-0.711859,2.39776,1.56379,0
3.04099,1,0.0591069,0.07859,-0.214353,2.4983,1.45042,0
