isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.00067343,0.000610526,-0.0221708,9.23331e-06,5.93092e-06,1.03165e-05,106.59,141.47
1,0,0.000701331,0.000624288,-0.0159049,2.92597e-05,2.87317e-05,3.52076e-05,63.0903,85.5676
1,0,0.000735682,0.000623965,0.00614069,4.59598e-05,4.26113e-05,5.67487e-05,22.2159,38.4432
1,0,0.000708406,0.00065991,-0.077115,3.91796e-05,4.61514e-05,4.5708e-05,24.3159,31.6021
1,0,0.000819714,0.000564089,0.0289855,4.92153e-05,5.39803e-05,7.14808e-05,22.9692,29.9167
1,0,0.00069879,0.000644258,-0.0602077,4.60167e-05,5.70738e-05,6.62553e-05,17.8579,28.7387
1,0,0.000714097,0.000611885,0.015641,3.98508e-05,5.40988e-05,5.32558e-05,28.9034,33.4747
1,0,0.000633316,0.000711186,0.00394237,5.80704e-05,6.47098e-05,0.000112711,6.78967,14.6465
1,0,0.000756338,0.000607319,0.0333548,6.66002e-05,8.53394e-05,0.000140268,18.3637,10.6035
1,0,0.000845635,0.000531127,-0.0500291,0.000118116,5.95814e-05,8.64703e-05,6.68364,8.44218
1,0,0.000750516,0.000546923,-0.0364916,9.71441e-05,0.000110789,0.000237151,6.24685,6.54552
1,0,0.000956603,0.000613408,-0.0190797,0.000142366,0.000144656,0.000229692,10.7492,14.4607
1,0,4.81984e-05,0.00183749,0.0452015,0.000546628,0.000737476,0.00260406,3.84331,0.653972
1,0,0.000456166,0.000555704,-0.0319222,0.000298218,0.000279346,0.00120433,6.36432,2.51331
