pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,pt,phi,eta,charge,chi2,ndof
0.000702595,0.000696328,0.0287599,-0.379108,-0.0310008,0.924833,0.927972,-3.06,1.62144,-1,40.7829,47
0.000615354,0.000819788,0.00633928,-0.694166,-0.312695,-0.648348,0.885228,-2.71836,-0.772444,1,2.79498,6
0.000696064,0.000641729,-0.0159845,-0.824786,-0.297728,0.480714,1.25574,-2.79517,0.523913,-1,10.0489,17
0.000587254,0.000849066,0.00576731,-0.625771,-0.321966,0.710456,1.30074,-2.6664,0.888105,1,5.1196,5
0.00058046,0.000803134,-0.0603538,-0.411746,-0.268962,-0.870704,0.770894,-2.56296,-1.33598,1,17.6824,27
0.000654599,0.000682942,-0.0772286,-0.74869,-0.52815,0.40065,1.16128,-2.52723,0.424423,1,7.98089,6
0.000762628,0.000542624,0.0061149,-0.594156,-0.448422,-0.667755,0.871811,-2.49508,-0.80668,-1,5.95107,12
0.000700755,0.000622156,0.00613873,-0.532992,-0.569209,0.626036,0.861886,-2.32335,0.73487,-1,5.53466,6
0.000787031,0.000551305,0.0290668,-0.608635,-0.74038,-0.285308,1.68523,-2.25884,-0.293451,-1,15.0717,14
0.000531834,0.000722177,-0.0158069,-0.494682,-0.816159,0.29862,1.43723,-2.1157,0.308004,-1,26.641,19
0.000585785,0.000642976,-0.0218732,-0.140962,-0.657266,0.740359,1.14429,-1.78206,0.951273,1,8.42169,7
0.000730212,0.000615835,-0.0771043,-0.122587,-0.914208,0.38626,1.35045,-1.70409,0.407396,1,40.228,13
0.000661131,0.00061698,0.0293665,-0.0208899,-0.57365,-0.818834,0.8795,-1.6072,-1.15327,1,0.0272831,1
0.000892929,0.000618018,-0.0222002,0.00184684,-0.722704,0.691155,0.764027,-1.56824,0.850164,1,53.3028,14
0.000572155,0.00060854,-0.0224146,0.0455501,-0.665901,0.744648,1.64873,-1.5025,0.960833,-1,8.52349,15
0.000679913,0.000610471,-0.0221589,0.225811,-0.777438,0.587026,2.3524,-1.28812,0.673116,1,10.2617,13
0.000621722,0.000599645,-0.0769076,0.235678,-0.894315,-0.380338,0.858486,-1.31313,-0.400455,-1,5.1988,6
0.00068128,0.000609479,-0.0221709,0.252206,-0.718771,0.647889,1.89351,-1.23333,0.771652,1,33.4094,17
0.000783397,0.000639356,0.0333768,0.173174,-0.525636,-0.832897,1.8052,-1.25254,-1.19752,-1,14.8302,10
0.000710058,0.000620694,-0.0223268,0.465198,-0.857363,-0.220269,1.19572,-1.07366,-0.223939,1,19.3152,15
0.000700504,0.00061522,-0.0221198,0.433092,-0.705616,0.560836,4.39575,-1.02031,0.634052,-1,22.5587,17
0.000809823,0.00069657,-0.0222612,0.375374,-0.501308,0.779606,1.17863,-0.92807,1.04436,1,2.29156,1
0.000803244,0.000714869,-0.0771515,0.354139,-0.389251,0.850335,1.3137,-0.832596,1.25736,-1,11.7629,18
0.000665045,0.0005768,-0.0220848,0.341536,-0.329004,0.880403,2.46464,-0.766711,1.37756,1,10.5827,21
0.00070889,0.000623816,-0.0220387,0.37798,-0.276208,0.883652,0.752277,-0.631065,1.39219,1,8.99636,6
