pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
21.9794,1,0.000699927,0.000607013,-0.0221517,2.74867,-0.208074,0
28.8295,-1,0.000631299,0.00044315,-0.0222578,2.74526,-0.193355,0
