pos_x,pos_y,pos_z
-0.0420478,0.0183841,-0.0318544
-0.0853324,0.0365081,-0.0416897
-0.12857,0.0547367,-0.0515245
-0.171762,0.0730699,-0.0613588
-0.214907,0.0915076,-0.0711928
-0.258005,0.11005,-0.0810265
-0.301057,0.128696,-0.09086
-0.344062,0.147446,-0.100693
-0.387021,0.166301,-0.110527
-0.429934,0.185259,-0.12036
-0.4728,0.204321,-0.130194
-0.51562,0.223487,-0.140028
-0.558392,0.242761,-0.149862
-0.601116,0.262141,-0.159695
-0.643793,0.281627,-0.169529
-0.686423,0.301219,-0.179363
-0.729005,0.320917,-0.189197
-0.771541,0.34072,-0.199032
-0.814029,0.360629,-0.208867
-0.85647,0.380643,-0.218702
-0.898864,0.400762,-0.228538
