pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,pt,phi,eta,charge,chi2,ndof
0.00071307,0.000599313,-0.0386073,-0.482078,-0.162861,0.860858,0.997028,-2.8158,1.29665,1,22.2056,26
0.000684642,0.000673375,-0.0657113,-0.839493,-0.311775,-0.445026,1.96033,-2.786,-0.478481,1,0.670894,1
0.000746139,0.000581087,0.0351473,-0.752657,-0.5027,-0.425205,1.52064,-2.55274,-0.454029,-1,11.8405,12
0.000304146,0.000862362,-0.0664062,-0.208388,-0.377225,-0.902372,0.985987,-2.0755,-1.48485,1,17.1414,25
0.000751596,0.000615975,-0.0350565,-0.150211,-0.275295,0.949552,1.05748,-2.07028,1.82721,-1,33.0136,39
0.000688371,0.00064767,-0.0725154,-0.0692154,-0.804067,0.590496,1.47941,-1.65667,0.678428,-1,8.7267,17
0.000640503,0.000633816,0.0488691,0.0296497,-0.272624,-0.961664,2.48146,-1.46247,-1.96757,1,21.2051,23
0.000542896,0.000605306,-0.0465097,0.135476,-0.512725,0.847797,0.988254,-1.31247,1.24827,-1,15.2785,18
0.000646048,0.000585627,-0.065555,0.584752,-0.462786,-0.666254,0.838774,-0.669489,-0.803976,1,1.15249,3
0.000702913,0.000629881,0.048739,0.809266,-0.301813,0.503982,0.978551,-0.35697,0.55463,1,5.62533,6
0.000682794,0.000437633,-0.0562117,0.961129,-0.0586469,-0.2698,1.10257,-0.0609433,-0.276648,1,4.74817,9
0.000728612,0.000843713,0.0493519,0.649944,-0.068824,0.756859,1.56775,-0.105499,0.988821,-1,20.461,14
0.000692481,0.00062314,-0.117236,0.418223,0.0582084,0.906477,0.847927,0.138292,1.5074,-1,5.25589,9
0.00072208,0.000612556,0.0754146,0.344281,0.152425,0.926411,1.01193,0.416794,1.63246,1,30.4063,35
0.000665931,0.000731435,0.0486724,0.598572,0.272777,-0.753196,1.23603,0.427595,-0.9803,-1,6.01546,8
0.000676061,0.000685657,-0.0513629,0.631084,0.319472,0.706873,0.993132,0.468617,0.880907,-1,7.56181,9
0.000715597,0.000632065,0.0487859,0.636312,0.598999,-0.486115,0.998271,0.755201,-0.53096,1,14.1265,13
0.000650697,0.00070091,0.0748154,0.64355,0.624021,-0.443216,0.813254,0.769992,-0.476226,1,8.35898,10
0.000676676,0.000669849,-0.051354,0.769883,0.629836,-0.102897,0.917574,0.685676,-0.103262,-1,7.83246,21
0.00069142,0.000652513,-0.0389472,0.321491,0.27632,0.905699,0.872028,0.709981,1.50306,-1,34.0465,33
0.000248352,0.00101748,-0.038463,0.282652,0.341114,0.89652,0.95604,0.878849,1.4542,1,22.7874,27
0.000663999,0.000666359,-0.0383117,0.34318,0.550724,0.760875,1.21135,1.01353,0.99829,-1,17.837,18
0.000733821,0.000628897,-0.0562054,0.273259,0.598362,-0.753188,0.844946,1.1424,-0.980282,-1,10.6277,14
0.000681,0.000635111,0.0486776,-0.16777,0.731469,0.660914,1.13869,1.79626,0.794434,1,5.46499,14
0.000995701,0.000722618,0.0357778,-0.190201,0.682356,0.705843,0.848314,1.84264,0.878851,-1,5.37583,9
0.00077201,0.000668705,0.0352722,-0.364495,0.898665,0.244015,1.12381,1.95612,0.249039,-1,17.1389,13
0.000749197,0.000694426,-0.0828898,-0.618005,0.749138,-0.238456,0.969961,2.26057,-0.243136,-1,16.5361,18
0.000608463,0.00050648,-0.0513053,-0.343418,0.215452,0.914136,1.43097,2.58129,1.55213,-1,47.4229,30
0.000740737,0.000701478,0.0749845,-0.85586,0.426499,0.292577,1.09119,2.67928,0.301382,-1,19.7556,15
0.000668891,0.000538524,0.0352139,-0.388346,0.138096,-0.911107,0.817672,2.79994,-1.534,1,25.0925,31
0.000705044,0.000612015,0.0487198,-0.977606,0.0688872,0.198848,2.13557,3.07124,0.201533,-1,21.7639,14
0.000699145,0.00072454,-0.0513458,-0.205346,0.00809631,-0.978656,0.973932,3.10219,-2.2647,1,46.5297,31
0.000712681,0.00070451,0.0491879,-0.952465,0.0831106,0.293091,1.02836,3.05455,0.301944,1,26.0515,15
0.000715571,0.000666096,0.0502865,-0.205127,0.0679453,-0.976374,1.70143,2.82173,-2.21334,-1,33.068,29
0.0007038,0.000647809,0.0469712,0.832505,0.389463,0.394022,24.0101,0.437574,0.416553,1,19.15,12
0.000624124,0.000610306,-0.0654385,0.123113,-0.237289,-0.963606,1.4135,-1.0922,-1.99407,-1,19.2876,23
0.00059084,0.000808853,0.0350094,0.657944,0.451804,0.60248,0.998055,0.601738,0.697032,1,1.93372,5
0.000820085,0.0011285,0.0734143,-0.162357,0.0366638,-0.986051,1.22433,2.9195,-2.47924,1,0.991602,3
0.000593731,0.000843782,-0.0559525,0.658401,0.339563,0.671718,0.83398,0.476159,0.813868,1,1.26612,3
0.000654139,0.000646331,-0.0828602,0.0359595,-0.98826,0.148486,0.992647,-1.53443,0.149592,1,4.73446,8
0.000596725,0.000689208,-0.116825,-0.172949,-0.400992,0.899608,1.11234,-1.97799,1.47016,-1,4.22092,9
0.00293265,5.3687e-05,-0.0314587,-0.254487,-0.961355,-0.105036,0.87807,-1.82958,-0.105425,1,5.51475,12
-0.000603476,0.000717949,-0.0542484,-0.02542,-0.462674,0.886164,0.793958,-1.62568,1.40377,1,28.3776,25
0.000741847,0.000615911,0.0495343,-0.136748,-0.188746,0.972458,1.12041,-2.19778,2.13567,1,4.69591,5
-0.000201584,-9.74534e-06,0.0473088,0.3104,-0.433334,-0.846093,0.944125,-0.94921,-1.24224,1,10.3882,4
