isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000818138,0.000701383,0.0470382,8.04348e-05,3.93034e-05,5.40922e-05,15.3294,26.4342
1,0,0.000677803,0.000639697,0.0487229,3.37859e-05,2.56274e-05,3.27327e-05,25.4641,63.4979
1,0,0.000455204,0.000826018,0.0491453,6.58881e-05,5.6705e-05,7.82685e-05,15.0747,13.8869
1,0,0.000687791,0.000578494,-0.0513798,4.91926e-05,4.9645e-05,6.31306e-05,21.4662,33.3956
1,0,0.000665052,0.000624159,-0.0385568,6.29782e-05,6.36403e-05,9.85046e-05,20.1771,22.1523
1,0,0.000766131,0.000684195,0.0352003,6.3572e-05,7.26587e-05,6.67773e-05,10.2103,12.6421
1,0,0.000638896,0.000519648,-0.0560706,5.79311e-05,5.56236e-05,6.97222e-05,23.2033,24.1832
1,0,0.000569519,0.000722708,-0.0656499,6.64009e-05,6.985e-05,0.000121746,27.4965,16.5738
1,0,0.000695142,0.000637681,0.0749465,6.65588e-05,5.6934e-05,6.87942e-05,10.2663,24.3505
1,0,0.000769639,0.000615753,-0.0355184,9.05914e-05,6.3192e-05,7.76059e-05,15.6031,19.988
1,0,0.000683062,0.000653748,-0.0725547,7.52697e-05,0.000117892,0.00011546,2.39733,6.80731
1,0,0.000744422,0.000680081,-0.0828616,6.52396e-05,0.000102539,6.4805e-05,8.92194,10.424
1,0,0.000486589,0.000926215,0.0535087,0.000109486,0.000121223,0.000202118,9.15833,12.4961
1,0,0.00062405,0.000713256,-0.11706,9.6998e-05,0.000104374,0.000178467,3.05078,2.8064
1,0,0.000613273,0.000647896,-0.0464467,0.000105967,0.00010823,0.000153362,4.3623,10.7804
1,0,0.00121695,-5.35509e-05,0.0607872,0.000226697,0.000212978,0.000166184,0.400955,0.945483
