pt,charge,pos_x,pos_y,pos_z,phi,eta
47.0142,-1,0.000693171,0.000596133,-0.0125558,2.02133,1.78576
15.547,1,0.000687438,0.000588978,-0.0124491,-0.933628,-0.47456
1.36366,1,0.0091868,0.0172778,-0.00540836,2.67103,2.23731
