pt,charge,rp_x,rp_y,rp_z,phi,eta,calo_energy
47.0142,-1,0.000693171,0.000596133,-0.0125558,2.02133,1.78576,0
15.547,1,0.000687438,0.000588978,-0.0124491,-0.933628,-0.47456,0
1.36366,1,0.0091868,0.0172778,-0.00540836,2.67103,2.23731,0
