et,eta,theta,phi
61.5644,1.91516,0.292531,2.08741
55.5428,0.536686,1.05816,-0.554996
23.9691,-0.591311,2.13038,0.938314
18.2613,1.64144,0.382663,-2.27578
17.4409,-0.479632,2.03303,-0.961424
16.6587,-1.78366,2.80866,-2.43548
14.0723,2.04983,0.256105,-1.38756
11.8127,-0.759987,2.26669,2.12322
9.88061,-1.75405,2.79885,-0.0901298
9.2312,-3.14247,3.05529,-3.11072
8.88401,1.89206,0.299268,0.613915
7.76336,2.89924,0.110019,-2.5655
7.71494,3.06976,0.0927979,1.57951
6.49278,-1.53081,2.71544,2.84895
6.35596,3.96219,0.0380381,0.326098
6.08952,-2.93878,3.03583,0.860217
5.92065,-4.27682,3.11382,-2.24511
5.70759,3.95051,0.0384851,-1.96856
5.43541,-4.34295,3.1156,-0.806634
5.72308,0.749126,0.88327,-2.59207
5.59379,-0.787675,2.28775,-1.94452
5.19992,-2.58252,2.99071,2.13387
5.31147,-1.57661,2.73398,1.11
4.8494,4.79991,0.0164607,2.29913
4.80822,3.09919,0.0901108,-0.316124
4.89892,1.07475,0.657954,1.31453
4.52246,4.75277,0.0172551,-2.911
3.9513,1.92791,0.288877,-0.455882
4.14898,0.142499,1.42878,2.36128
3.81293,2.61754,0.145705,2.71558
3.89054,0.382589,1.19721,-1.62448
3.18833,3.03929,0.0956649,-1.63252
