et,eta,theta,phi
61.4139,-0.869607,2.34784,-1.21967
55.1732,-1.34199,2.63038,2.52687
39.6287,-0.0538928,1.62466,-1.54808
33.5937,-1.21437,2.56438,0.738289
26.1559,-2.28062,2.93786,1.98982
20.2225,1.85062,0.311732,-0.0608723
15.5079,1.64645,0.380797,2.10759
13.1538,-2.97672,3.03976,-0.571465
13.6512,-0.741921,2.25274,1.86573
13.3225,0.0380675,1.53274,-0.220724
12.504,-0.791023,2.29027,-2.42702
11.6325,4.2394,0.0288306,3.11171
11.5099,-3.48592,3.08036,1.51856
11.9573,0.49014,1.09918,-2.63082
10.9678,3.51975,0.0591963,1.11833
10.8177,-1.98242,2.86784,-1.92926
9.79307,-3.63089,3.08862,0.346613
9.51282,3.4646,0.0625507,-0.372261
8.87423,3.90817,0.040149,-1.58404
8.85814,-3.2986,3.06776,-2.52073
8.72712,1.96031,0.279791,-2.43555
8.37244,-2.30761,2.94325,1.06392
8.28155,1.16992,0.601928,-1.70601
8.48635,-0.066275,1.63702,2.65833
7.93476,1.45576,0.458253,0.95389
7.6313,2.45039,0.172094,1.81837
7.45888,-4.368,3.11624,-0.420231
7.23444,1.35114,0.506758,-3.05055
6.90477,-3.84228,3.09871,2.71516
6.12322,-4.2467,3.11297,-2.36652
6.12032,3.58627,0.0553887,2.22163
5.86607,0.989295,0.711993,0.180952
5.69191,-1.98772,2.86927,-2.85575
5.37396,3.24835,0.0776378,-2.78624
4.93864,2.25123,0.209766,-1.35511
4.66355,-3.30719,3.06839,-1.50199
4.40508,-2.88011,3.02945,2.66458
4.77485,0.264427,1.3094,1.51457
4.08287,4.58784,0.0203489,-0.576606
3.68407,4.08595,0.033611,0.391054
3.25418,4.74172,0.0174467,-2.09548
3.25136,0.977244,0.719902,-0.75568
