pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z
33.7199,-0.878768,-1.19268,-1,0.000667024,0.000629171,-0.020016,12.4485,-31.3379,-33.5957
13.94,-1.32429,2.53916,-1,0.00073885,0.000698697,-0.0200966,-11.486,7.89911,-24.3499
6.28083,-0.154323,-1.52962,-1,0.000663678,0.000642087,-0.0200967,0.25852,-6.2755,-0.973125
