isValid,isFake,pos_x,pos_y,pos_z,xError,yError,zError,chi2,ndof
1,0,0.000701511,0.000660828,-0.0200888,8.74748e-06,1.01771e-05,1.31989e-05,96.0701,104.594
1,0,0.000675571,0.000646546,-0.0639,2.36504e-05,2.30112e-05,3.05078e-05,65.8089,65.3522
1,0,0.000664475,0.000604797,-0.012104,3.80064e-05,3.79581e-05,5.95124e-05,30.5688,50.4841
1,0,0.000706452,0.00064749,0.0287662,4.58985e-05,4.69863e-05,6.84238e-05,25.1432,51.8707
1,0,0.000762969,0.000727061,-0.0433359,7.92584e-05,6.03032e-05,0.000110773,16.9415,13.8997
1,0,0.000747144,0.000541099,-0.00229991,6.41254e-05,0.000139971,7.99987e-05,2.12643,6.79893
1,0,0.000698357,0.000633039,-0.00428851,9.34216e-05,8.27567e-05,0.00025173,3.39397,10.7287
1,0,0.000663678,0.000638078,-0.101095,7.26354e-05,7.18884e-05,9.54913e-05,34.736,29.5937
1,0,0.000694309,0.000660734,-0.00891956,0.000104391,0.000109068,0.000259746,3.76751,6.72443
1,0,0.000672383,0.0005791,-0.0834792,0.000136,0.000135851,0.000234087,5.10092,6.7422
