et,eta,theta,phi
70.5724,-1.69215,2.77743,2.80083
63.5967,-0.412516,1.97209,-0.673039
43.3637,-0.0184118,1.58921,-2.29361
40.802,-0.0297772,1.60057,1.02663
34.677,1.07088,0.660328,2.23767
32.4918,-1.8409,2.82687,-0.372631
32.5589,-1.13881,2.52183,-2.58586
28.7406,2.43747,0.174321,1.10559
25.9259,1.80931,0.324653,-2.41282
25.0801,-3.00661,3.04276,2.5485
22.4819,-1.15627,2.53189,0.452132
20.1413,-2.78409,3.01818,-1.11451
20.0162,1.56609,0.411801,-0.947686
18.7847,-4.1629,3.11047,2.07647
18.1062,-3.05522,3.04744,-2.22774
17.8342,-1.64602,2.76064,-1.44022
18.9941,0.0827088,1.48818,2.78377
17.4355,1.58956,0.402506,0.198836
16.4736,-3.74529,3.09434,1.08471
16.4371,-2.72197,3.01029,1.26952
15.1278,2.30329,0.199197,2.14214
14.0918,3.12904,0.0874639,-2.84822
14.0667,3.15229,0.0854564,-0.891269
13.4747,3.74993,0.0470302,0.177658
13.594,-1.5411,2.71968,1.50539
13.0254,3.47736,0.0617579,-1.88437
12.2643,4.2647,0.0281103,2.48241
12.1571,-3.07266,3.04906,0.105445
11.6867,1.11891,0.631422,-1.72315
11.2025,-2.40273,2.96114,-3.04202
10.8041,2.78823,0.122905,0.251398
10.1705,-4.42588,3.11767,-0.782749
9.42228,-3.79874,3.0968,-1.56198
9.60206,-0.618358,2.15314,-1.67541
8.36477,3.5241,0.0589396,1.34613
8.15958,4.34219,0.0260146,-2.54281
8.12815,-2.20139,2.92119,0.46948
8.48606,-0.68631,2.20882,2.22213
8.34589,0.607236,0.997768,-0.477844
7.48646,0.931958,0.750269,0.793077
6.82083,4.5717,0.02068,-0.582829
6.69615,4.72172,0.0177993,1.37193
6.39347,1.02046,0.691868,-2.94628
5.84041,2.39399,0.182026,-1.32895
4.93417,4.38806,0.0248484,-1.42275
5.06457,0.353178,1.22474,-1.36892
4.86176,-2.0658,2.8895,-2.23401
4.83388,-4.4297,3.11776,0.257928
4.50488,-4.5893,3.12127,-2.06049
4.40601,3.12397,0.0879079,2.50833
4.33698,-4.01719,3.10559,-3.00056
4.28492,1.62543,0.388684,1.36124
