et,eta,theta,phi
46.2761,0.0910509,1.47987,-2.65612
38.3742,-0.626854,2.16022,1.67016
36.0183,-0.921459,2.38414,2.80755
34.1002,-0.53614,2.08296,0.386078
28.8694,-1.15967,2.53384,-1.43183
27.9641,-3.02785,3.04483,-2.57156
27.8768,0.595087,1.00801,-0.00795658
24.889,-3.70105,3.09221,-0.0782577
25.683,1.26373,0.550832,2.79173
24.2908,-3.16319,3.05706,1.6902
23.8799,-1.97536,2.86593,-2.82932
22.5311,1.97388,0.276067,-1.49183
21.2794,-1.99159,2.87031,-0.0985413
20.3084,2.70367,0.133719,-0.490548
20.154,3.99073,0.0369682,-1.50614
20.5765,1.28948,0.537504,-2.28384
20.3554,1.78051,0.333966,0.440083
19.3367,-4.10969,3.10877,-3.11153
18.9142,3.32873,0.0716464,0.577599
18.8888,1.70138,0.360893,1.63354
18.8416,-1.70738,2.78281,1.52248
16.7634,2.64855,0.141272,2.63526
16.7226,4.29285,0.02733,0.982622
16.2842,-3.17238,3.05783,-1.41591
15.9465,-4.18331,3.1111,1.07581
15.8264,3.24206,0.0781267,-2.76491
16.2686,0.655382,0.957848,0.986536
16.3556,0.052101,1.51872,-1.65415
14.519,4.12992,0.0321656,-0.289257
14.7206,1.00199,0.703736,-1.13341
13.6727,2.69398,0.135017,1.36709
12.5696,-4.01674,3.10557,-2.01948
11.5896,-3.06889,3.04871,0.735481
11.5264,-4.34462,3.11564,-0.870093
11.4745,-2.78042,3.01773,-0.486178
10.5402,-2.47362,2.97343,2.38207
10.0153,-4.80123,3.12515,1.93335
7.97442,-1.43347,2.67338,-0.656524
7.76152,4.42047,0.0240559,2.33699
7.34498,4.21923,0.0294178,-2.99588
6.91803,-1.47897,2.6935,0.736919
6.80735,-2.13156,2.90539,-1.78857
6.42516,-4.85648,3.12604,0.276331
6.43192,2.26018,0.207911,-2.71101
6.77315,-0.293055,1.85974,-0.584189
6.52028,-1.12833,2.51571,-2.32085
5.8391,-3.14923,3.05587,2.75568
5.24198,3.55693,0.057037,1.93475
5.29221,0.366655,1.21209,2.39611
4.66656,4.83176,0.0159447,-1.13425
3.99843,-4.0204,3.1057,2.19264
3.9922,3.1969,0.0817319,-1.25414
3.86721,2.39148,0.18248,0.196348
3.41754,1.59997,0.398448,-0.484441
3.36956,-4.94042,3.12729,-2.11953
3.12721,5.0014,0.0134568,-2.60517
