pos_x,pos_y,pos_z
0.372826,0.544367,-1.61876
0.439752,0.703923,-2.0202
0.49269,0.866879,-2.42057
0.53179,1.03185,-2.82035
0.557396,1.19743,-3.22008
0.569875,1.36214,-3.62025
0.569897,1.52444,-4.02144
0.558566,1.68263,-4.42424
0.537095,1.83473,-4.82935
0.50788,1.97852,-5.23756
0.475631,2.1119,-5.64956
0.437971,2.24683,-6.06105
0.387006,2.39132,-6.46925
0.323257,2.53813,-6.87674
0.254114,2.68175,-7.28545
0.214177,2.82022,-7.69569
0.21898,2.95486,-8.10683
0.226348,3.08988,-8.5178
0.00754184,-0.0502019,0.0262755
0.043241,-0.365129,-0.467059
0.0667004,-0.680718,-0.95897
0.0781212,-0.996735,-1.44962
0.0777608,-1.31299,-1.93916
0.0658896,-1.62938,-2.42767
0.0426987,-1.94588,-2.91518
0.00818597,-2.26255,-3.40166
-0.037812,-2.57961,-3.88696
-0.0955398,-2.89752,-4.37075
-0.165015,-3.21723,-4.85242
-0.243876,-3.53472,-5.33475
-0.322839,-3.84751,-5.82007
-0.398884,-4.15735,-6.30752
-0.472013,-4.46508,-6.79655
-0.543098,-4.77139,-7.28665
-0.606098,-5.07728,-7.77768
-0.659571,-5.38313,-8.26952
-0.711324,-5.68825,-8.76196
-0.753229,-5.99126,-9.25656
-0.792198,-6.29332,-9.752
