pt,charge,pos_x,pos_y,pos_z,phi,eta
203.822,1,0.000720463,0.000658217,-0.00205602,2.3109,-1.79153
1.90711,1,0.000694246,0.000657817,0.020157,-2.80708,1.83262
1.29483,-1,0.000860715,0.000536042,0.0414854,1.00348,-1.41513
1.68559,-1,0.000704304,0.000649961,-0.00189527,-0.425475,2.26202
1.34169,-1,0.000685071,0.000644344,-0.0793445,1.39665,-1.72803
0.999043,1,0.000694241,0.000642242,-0.0583037,2.90429,-2.35129
1.01237,1,-0.000398845,0.0156802,-0.104027,-3.06949,-1.84266
2.14153,-1,-0.00126198,-0.00366747,0.00456873,2.71415,2.38973
