pos_x,pos_y,pos_z
-0.0487965,0.0548936,-0.216199
-0.158444,0.175165,-0.690791
-0.267983,0.295535,-1.16538
-0.377413,0.416003,-1.63997
-0.486737,0.536568,-2.11456
-0.595955,0.657229,-2.58916
-0.70507,0.777982,-3.06375
-0.814085,0.898826,-3.53834
-0.923005,1.01976,-4.01293
-1.03183,1.14077,-4.48752
-1.14057,1.26186,-4.96211
-1.24924,1.38303,-5.4367
-1.35783,1.50426,-5.91129
-1.46636,1.62555,-6.38588
-1.57484,1.74688,-6.86047
-1.68329,1.86824,-7.33505
-1.79184,1.98951,-7.80964
-1.9005,2.11068,-8.28423
-2.00917,2.23184,-8.75882
-2.11798,2.35288,-9.23341
-2.22683,2.47389,-9.708
