et,eta,theta,phi
306.998,-2.04603,2.88452,-1.27702
236.695,-1.81566,2.81896,2.31323
154.405,0.10408,1.4669,1.02113
51.7116,-1.75149,2.79798,1.08406
42.8736,0.961278,0.730491,-2.85966
36.5201,-3.34379,3.07102,-1.09233
37.3832,1.31059,0.526794,-1.17261
36.2875,2.32307,0.195322,2.87166
36.7846,-0.356914,1.92037,-3.05021
32.5366,-2.95261,3.03728,0.889624
32.4277,3.26427,0.0764127,-0.259383
33.5469,-0.852693,2.33571,1.9698
31.8534,2.04321,0.257786,1.16234
33.744,0.064546,1.5063,-1.40755
31.2418,0.8919,0.777982,0.0191162
29.1595,1.85811,0.309442,2.0542
30.6972,0.525016,1.06836,2.31835
25.5184,2.06557,0.252148,-0.554447
25.3326,-2.01284,2.87595,-0.134947
24.0699,3.12959,0.0874156,-1.40746
24.9439,-1.12345,2.51284,-1.97293
22.574,1.96283,0.279095,-2.03079
22.7853,-0.732721,2.24558,0.336556
21.3121,-4.12235,3.10918,0.920337
19.2063,-2.30729,2.94319,-2.95867
18.9826,-3.99352,3.10473,-0.391831
17.6042,-2.93421,3.03535,2.17766
17.5823,-3.66258,3.09027,-2.89059
17.3523,3.36766,0.0689133,-2.50542
17.1768,-4.16693,3.1106,-1.65777
17.6094,-0.989618,2.42981,-0.902675
16.3477,4.36694,0.0253788,-2.47572
15.2906,4.34389,0.0259704,1.34916
15.1026,3.31459,0.072666,1.83823
14.9544,3.96294,0.0380097,2.7158
13.9362,-4.19428,3.11143,2.09989
12.5211,4.32125,0.026565,-0.105574
11.6778,-3.12418,3.0537,0.00790603
11.1657,-3.05105,3.04704,-2.21102
11.188,-1.35174,2.63512,-3.1199
10.7429,3.02229,0.0973019,0.74733
9.80781,0.994833,0.708382,1.25106
8.90834,4.17325,0.0308018,-1.37879
8.58834,-4.76594,3.12456,-2.73748
6.81405,4.93664,0.0143571,2.27906
5.34193,0.783016,0.857362,-2.07266
5.11526,1.9459,0.283796,0.260081
4.42877,-4.94161,3.12731,-0.874035
4.22622,2.97131,0.102383,2.57677
3.3943,1.78087,0.333846,-2.86806
3.13849,-4.88664,3.1265,0.232523
3.06228,-1.94387,2.85723,-2.20362
3.21324,-0.0404189,1.6112,-0.303162
