eta,phi,pt,charge,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision
0.820537,0.675038,0.944135,1,0,0.526326,0.88891,0.607982,0.992057,0.992057,0.992057,0.766032,,-999,0,0,,,1
0.823793,-2.6648,2.55089,-1,0,0.68815,0.665424,0.860911,0.23277,0.23277,0.23277,1.44076,,-999,0,0,,,1
0.458767,-2.15777,1.98281,1,0,1.22946,0.665424,0.606968,0.367582,0.367582,0,0.567664,,-999,0,0,,,1
0.04295,1.96921,0.551708,1,1.51724,0,2.39781,0.0346512,5.09694,4.3525,0.74444,0.182955,,-999,0,0,,,1
-0.831307,-2.83206,2.30648,1,0,1.75941,0.749222,0.848378,0.529145,0.529145,0,1.97676,,-999,0,0,,,1
0.599906,1.4416,0.533639,-1,2.96347,0,0.139011,0,1.08595,1.08595,1.08595,0,,-999,0,0,,,1
0.512998,2.69329,1.88193,1,0,3.71342,1.22901,0.756451,0.639353,0.639353,0,0.870998,,-999,0,0,,,1
0.217391,0.0211039,26.9849,-1,5.10423,5.0948,12.2682,0.551168,1.21902,0.918069,1.08183,1.49696,,-0.658219,0,0,,,1
-1.53983,2.78496,55.6491,-1,18.4776,1.59088,53.0349,0.0182203,1.21057,0.947312,1.19354,0.0224662,,-999,0,0,,,1
-0.182969,0.692826,3.35019,-1,0,0,1.10815,0.062351,1.27806,0.710587,0,0.0849871,,-999,0,0,,,1
1.23045,-0.66998,5.42246,-1,1.05,0,0,1,0,0,0,0.841426,,-999,0,0,,,1
-0.631777,2.24779,6.2031,-1,0.521706,1.22795,1.62778,0.705866,1.40621,1.08488,1.08488,2.6445,,-999,0,0,,,1
-0.185152,-2.30019,3.55098,-1,2.71538,0,2.66032,0.348238,6.2419,2.83113,1.8222,0.44025,,-999,0,0,,,1
-0.223132,-1.09346,12.6776,-1,3.98758,5.88266,3.40495,0.846805,0.467197,0.467197,0.467197,2.02137,,-999,0,0,,,1
-2.99479,-2.56302,3.86444,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.94293,2.84857,6.26749,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.47496,-1.65523,11.1166,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.3606,2.79919,5.73036,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.13173,-1.55299,3.81473,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.00504,1.16714,6.60074,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.91956,2.6241,4.1553,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.8261,0.601293,7.34512,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.12528,-0.5828,9.84,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.75132,-0.109319,3.51915,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.19617,3.01957,3.5159,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.16117,-1.99604,9.35531,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.5446,0.865679,3.43847,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.58367,2.27155,6.76197,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.72322,3.10696,3.40394,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.99602,0.303779,3.3748,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
1.59171,0.687512,3.14265,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
1.3135,-1.98203,5.41232,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-4.16103,1.56736,4.10527,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
4.29551,1.86302,5.35965,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.96863,-1.36809,10.9588,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.22762,1.30374,4.41626,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
2.98588,-1.01725,4.12464,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.05001,-1.81649,4.89545,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-2.94135,0.426489,4.3459,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.15469,1.82048,5.12287,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-3.78495,3.04615,5.02999,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.05431,0.87979,4.95435,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
3.90599,-0.00307346,4.93194,0,,,0,-1,0,0,0,0,,-1111,0,0,,,1
-1.52433,2.26359,0.944824,1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
-0.488322,0.088226,1.19647,-1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
-1.97497,0.403989,3.13022,1,0,0,2.43313,0,1.55011,1.14956,0,0,,-999,0,0,,,1
-1.68424,-1.20025,1.28962,1,0,0,1.65674,0.374624,1.76267,1.76267,0,1.05591,,-999,0,0,,,1
-1.91816,1.07277,0.982625,-1,0,0,0.918097,0,1.40606,0.703513,0,0,,-999,0,0,,,1
1.76081,1.76116,1.70076,1,0,0,2.94089,0,1.77066,1.77066,1.77066,0,,-999,0,0,,,1
1.09541,0.0337845,1.73221,1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
1.27725,2.53955,2.51298,1,0,0,0,-1,0,0,0,0,,-999,0,0,,,1
2.0775,-2.65071,2.33561,-1,0.630859,0,0.440372,0.859641,0.176135,0.176135,0,1,,-999,0,0,,,1
2.04745,-0.424824,2.45247,1,0.742116,0,2.17075,0.176106,0.898117,0.898117,0.898117,0.191971,,-999,0,0,,,1
-1.61757,-0.214196,0.905804,1,1.04459,0,0,1,0,0,0,0.270036,,-999,0,0,,,1
-0.830321,-1.21892,0.715675,1,1.06152,0,0.0964683,0,0.993474,0.993474,0.993474,0,,-999,0,0,,,1
-0.955948,1.66847,0.717413,-1,1.50894,0,1.62778,0,2.10845,2.10845,0,0,,-999,0,0,,,1
-0.0766368,3.00046,1.77622,-1,1.85084,0,1.40413,0.439462,0.793599,0.793599,0,0.622181,,-999,0,0,,,1
-1.91667,-3.11115,0.872252,1,0.725833,1.68349,0.489696,0.727235,1.28636,0.838371,0.447985,3.42964,,-999,0,0,,,1
0.505682,-1.1258,0.859892,-1,1.22838,1.24633,1.264,0.483206,1.44485,1.44485,0,0,,-999,0,0,,,1
-0.481323,-0.630364,1.6507,1,4.35798,4.67464,1.22428,0.819917,0.741635,0.741635,0.741635,2.92912,,-999,0,0,,,1
